date,Livraison domicile,isPartial
2020-12-27,60,False
2020-12-28,53,False
2020-12-29,47,False
2020-12-30,52,False
2020-12-31,38,False
2021-01-01,34,False
2021-01-02,65,False
2021-01-03,45,False
2021-01-04,47,False
2021-01-05,48,False
2021-01-06,42,False
2021-01-07,57,False
2021-01-08,52,False
2021-01-09,59,False
2021-01-10,55,False
2021-01-11,63,False
2021-01-12,43,False
2021-01-13,43,False
2021-01-14,53,False
2021-01-15,64,False
2021-01-16,96,False
2021-01-17,70,False
2021-01-18,58,False
2021-01-19,66,False
2021-01-20,55,False
2021-01-21,48,False
2021-01-22,67,False
2021-01-23,67,False
2021-01-24,55,False
2021-01-25,54,False
2021-01-26,56,False
2021-01-27,49,False
2021-01-28,62,False
2021-01-29,63,False
2021-01-30,82,False
2021-01-31,77,False
2021-02-01,60,False
2021-02-02,55,False
2021-02-03,60,False
2021-02-04,60,False
2021-02-05,86,False
2021-02-06,86,False
2021-02-07,64,False
2021-02-08,58,False
2021-02-09,80,False
2021-02-10,75,False
2021-02-11,88,False
2021-02-12,89,False
2021-02-13,100,False
2021-02-14,83,False
2021-02-15,58,False
2021-02-16,48,False
2021-02-17,54,False
2021-02-18,50,False
2021-02-19,70,False
2021-02-20,71,False
2021-02-21,53,False
2021-02-22,59,False
2021-02-23,48,False
2021-02-24,54,False
2021-02-25,58,False
2021-02-26,67,False
2021-02-27,59,False
2021-02-28,67,False
2021-03-01,67,False
2021-03-02,62,False
2021-03-03,56,False
2021-03-04,67,False
2021-03-05,70,False
2021-03-06,93,False
2021-03-07,68,False
2021-03-08,55,False
2021-03-09,59,False
2021-03-10,53,False
2021-03-11,49,False
2021-03-12,60,False
2021-03-13,62,False
2021-03-14,61,False
2021-03-15,58,False
2021-03-16,54,False
2021-03-17,50,False
2021-03-18,59,False
2021-03-19,59,False
2021-03-20,64,False
2021-03-21,49,False
2021-03-22,61,False
2021-03-23,41,False
2021-03-24,47,False
2021-03-25,49,False
2021-03-26,50,False
2021-03-27,70,False
