date,Point relais,isPartial
2020-09-27,32,False
2020-09-28,66,False
2020-09-29,70,False
2020-09-30,62,False
2020-10-01,63,False
2020-10-02,55,False
2020-10-03,64,False
2020-10-04,37,False
2020-10-05,71,False
2020-10-06,64,False
2020-10-07,73,False
2020-10-08,66,False
2020-10-09,66,False
2020-10-10,66,False
2020-10-11,36,False
2020-10-12,75,False
2020-10-13,75,False
2020-10-14,71,False
2020-10-15,72,False
2020-10-16,66,False
2020-10-17,57,False
2020-10-18,33,False
2020-10-19,76,False
2020-10-20,70,False
2020-10-21,66,False
2020-10-22,54,False
2020-10-23,54,False
2020-10-24,53,False
2020-10-25,28,False
2020-10-26,73,False
2020-10-27,67,False
2020-10-28,67,False
2020-10-29,100,False
2020-10-30,74,False
2020-10-31,57,False
2020-11-01,45,False
2020-11-02,80,False
2020-11-03,73,False
2020-11-04,73,False
2020-11-05,78,False
2020-11-06,75,False
2020-11-07,62,False
2020-11-08,47,False
2020-11-09,77,False
2020-11-10,91,False
2020-11-11,55,False
2020-11-12,94,False
2020-11-13,84,False
2020-11-14,83,False
2020-11-15,45,False
2020-11-16,89,False
2020-11-17,77,False
2020-11-18,90,False
2020-11-19,75,False
2020-11-20,73,False
2020-11-21,72,False
2020-11-22,45,False
2020-11-23,77,False
2020-11-24,79,False
2020-11-25,65,False
2020-11-26,68,False
2020-11-27,65,False
2020-11-28,61,False
2020-11-29,38,False
2020-11-30,75,False
2020-12-01,64,False
2020-12-02,69,False
2020-12-03,72,False
2020-12-04,74,False
2020-12-05,70,False
2020-12-06,47,False
2020-12-07,87,False
2020-12-08,79,False
2020-12-09,70,False
2020-12-10,73,False
2020-12-11,80,False
2020-12-12,66,False
2020-12-13,38,False
2020-12-14,86,False
2020-12-15,86,False
2020-12-16,72,False
2020-12-17,69,False
2020-12-18,75,False
2020-12-19,65,False
2020-12-20,39,False
2020-12-21,67,False
2020-12-22,71,False
2020-12-23,62,False
2020-12-24,58,False
2020-12-25,21,False
2020-12-26,53,False
