date,colis,isPartial
2021-12-26,47,False
2021-12-27,100,False
2021-12-28,99,False
2021-12-29,100,False
2021-12-30,97,False
2021-12-31,69,False
2022-01-01,34,False
2022-01-02,47,False
2022-01-03,90,False
2022-01-04,91,False
2022-01-05,97,False
2022-01-06,88,False
2022-01-07,97,False
2022-01-08,77,False
2022-01-09,54,False
2022-01-10,94,False
2022-01-11,92,False
2022-01-12,93,False
2022-01-13,96,False
2022-01-14,92,False
2022-01-15,75,False
2022-01-16,49,False
2022-01-17,84,False
2022-01-18,89,False
2022-01-19,89,False
2022-01-20,85,False
2022-01-21,86,False
2022-01-22,70,False
2022-01-23,45,False
2022-01-24,88,False
2022-01-25,88,False
2022-01-26,83,False
2022-01-27,83,False
2022-01-28,87,False
2022-01-29,64,False
2022-01-30,45,False
2022-01-31,90,False
2022-02-01,88,False
2022-02-02,85,False
2022-02-03,90,False
2022-02-04,85,False
2022-02-05,63,False
2022-02-06,44,False
2022-02-07,77,False
2022-02-08,91,False
2022-02-09,89,False
2022-02-10,81,False
2022-02-11,84,False
2022-02-12,72,False
2022-02-13,44,False
2022-02-14,80,False
2022-02-15,79,False
2022-02-16,80,False
2022-02-17,79,False
2022-02-18,73,False
2022-02-19,62,False
2022-02-20,40,False
2022-02-21,76,False
2022-02-22,75,False
2022-02-23,75,False
2022-02-24,65,False
2022-02-25,69,False
2022-02-26,58,False
2022-02-27,43,False
2022-02-28,77,False
2022-03-01,79,False
2022-03-02,73,False
2022-03-03,79,False
2022-03-04,76,False
2022-03-05,65,False
2022-03-06,41,False
2022-03-07,74,False
2022-03-08,84,False
2022-03-09,79,False
2022-03-10,77,False
2022-03-11,71,False
2022-03-12,61,False
2022-03-13,41,False
2022-03-14,73,False
2022-03-15,83,False
2022-03-16,81,False
2022-03-17,78,False
2022-03-18,75,False
2022-03-19,61,False
2022-03-20,39,False
2022-03-21,79,False
2022-03-22,75,False
2022-03-23,75,False
2022-03-24,75,False
2022-03-25,71,False
2022-03-26,57,False
