date,Livraison,isPartial
2017-10-01,70,False
2017-10-02,63,False
2017-10-03,60,False
2017-10-04,64,False
2017-10-05,69,False
2017-10-06,73,False
2017-10-07,81,False
2017-10-08,82,False
2017-10-09,67,False
2017-10-10,61,False
2017-10-11,67,False
2017-10-12,64,False
2017-10-13,64,False
2017-10-14,71,False
2017-10-15,74,False
2017-10-16,59,False
2017-10-17,64,False
2017-10-18,63,False
2017-10-19,60,False
2017-10-20,66,False
2017-10-21,73,False
2017-10-22,84,False
2017-10-23,64,False
2017-10-24,63,False
2017-10-25,64,False
2017-10-26,67,False
2017-10-27,70,False
2017-10-28,78,False
2017-10-29,80,False
2017-10-30,77,False
2017-10-31,62,False
2017-11-01,85,False
2017-11-02,72,False
2017-11-03,78,False
2017-11-04,86,False
2017-11-05,78,False
2017-11-06,70,False
2017-11-07,77,False
2017-11-08,75,False
2017-11-09,73,False
2017-11-10,75,False
2017-11-11,83,False
2017-11-12,86,False
2017-11-13,69,False
2017-11-14,70,False
2017-11-15,72,False
2017-11-16,74,False
2017-11-17,67,False
2017-11-18,86,False
2017-11-19,82,False
2017-11-20,69,False
2017-11-21,61,False
2017-11-22,68,False
2017-11-23,80,False
2017-11-24,82,False
2017-11-25,82,False
2017-11-26,82,False
2017-11-27,69,False
2017-11-28,81,False
2017-11-29,73,False
2017-11-30,83,False
2017-12-01,88,False
2017-12-02,92,False
2017-12-03,93,False
2017-12-04,83,False
2017-12-05,89,False
2017-12-06,81,False
2017-12-07,84,False
2017-12-08,91,False
2017-12-09,96,False
2017-12-10,90,False
2017-12-11,86,False
2017-12-12,80,False
2017-12-13,88,False
2017-12-14,88,False
2017-12-15,100,False
2017-12-16,95,False
2017-12-17,97,False
2017-12-18,91,False
2017-12-19,96,False
2017-12-20,89,False
2017-12-21,97,False
2017-12-22,93,False
2017-12-23,97,False
2017-12-24,54,False
2017-12-25,62,False
2017-12-26,71,False
2017-12-27,78,False
2017-12-28,83,False
2017-12-29,85,False
2017-12-30,73,False
