date,Point relais,isPartial
2017-07-02,44,False
2017-07-03,68,False
2017-07-04,64,False
2017-07-05,73,False
2017-07-06,76,False
2017-07-07,77,False
2017-07-08,82,False
2017-07-09,43,False
2017-07-10,79,False
2017-07-11,100,False
2017-07-12,86,False
2017-07-13,88,False
2017-07-14,48,False
2017-07-15,55,False
2017-07-16,39,False
2017-07-17,81,False
2017-07-18,82,False
2017-07-19,77,False
2017-07-20,86,False
2017-07-21,75,False
2017-07-22,68,False
2017-07-23,42,False
2017-07-24,82,False
2017-07-25,72,False
2017-07-26,78,False
2017-07-27,87,False
2017-07-28,92,False
2017-07-29,80,False
2017-07-30,32,False
2017-07-31,78,False
2017-08-01,62,False
2017-08-02,78,False
2017-08-03,72,False
2017-08-04,59,False
2017-08-05,70,False
2017-08-06,39,False
2017-08-07,88,False
2017-08-08,88,False
2017-08-09,88,False
2017-08-10,84,False
2017-08-11,73,False
2017-08-12,74,False
2017-08-13,24,False
2017-08-14,74,False
2017-08-15,48,False
2017-08-16,78,False
2017-08-17,65,False
2017-08-18,85,False
2017-08-19,67,False
2017-08-20,44,False
2017-08-21,73,False
2017-08-22,88,False
2017-08-23,60,False
2017-08-24,73,False
2017-08-25,61,False
2017-08-26,53,False
2017-08-27,39,False
2017-08-28,63,False
2017-08-29,84,False
2017-08-30,70,False
2017-08-31,73,False
2017-09-01,60,False
2017-09-02,57,False
2017-09-03,23,False
2017-09-04,70,False
2017-09-05,64,False
2017-09-06,60,False
2017-09-07,61,False
2017-09-08,74,False
2017-09-09,77,False
2017-09-10,42,False
2017-09-11,62,False
2017-09-12,57,False
2017-09-13,66,False
2017-09-14,72,False
2017-09-15,61,False
2017-09-16,84,False
2017-09-17,45,False
2017-09-18,60,False
2017-09-19,73,False
2017-09-20,64,False
2017-09-21,72,False
2017-09-22,63,False
2017-09-23,59,False
2017-09-24,40,False
2017-09-25,67,False
2017-09-26,76,False
2017-09-27,66,False
2017-09-28,74,False
2017-09-29,78,False
2017-09-30,51,False
