date,Point relais,isPartial
2021-03-28,35,False
2021-03-29,67,False
2021-03-30,67,False
2021-03-31,73,False
2021-04-01,67,False
2021-04-02,66,False
2021-04-03,69,False
2021-04-04,32,False
2021-04-05,50,False
2021-04-06,82,False
2021-04-07,84,False
2021-04-08,82,False
2021-04-09,67,False
2021-04-10,82,False
2021-04-11,42,False
2021-04-12,87,False
2021-04-13,83,False
2021-04-14,79,False
2021-04-15,87,False
2021-04-16,81,False
2021-04-17,77,False
2021-04-18,45,False
2021-04-19,85,False
2021-04-20,81,False
2021-04-21,94,False
2021-04-22,80,False
2021-04-23,85,False
2021-04-24,68,False
2021-04-25,38,False
2021-04-26,79,False
2021-04-27,79,False
2021-04-28,73,False
2021-04-29,73,False
2021-04-30,89,False
2021-05-01,45,False
2021-05-02,50,False
2021-05-03,100,False
2021-05-04,86,False
2021-05-05,93,False
2021-05-06,85,False
2021-05-07,82,False
2021-05-08,65,False
2021-05-09,46,False
2021-05-10,92,False
2021-05-11,91,False
2021-05-12,82,False
2021-05-13,56,False
2021-05-14,98,False
2021-05-15,69,False
2021-05-16,41,False
2021-05-17,95,False
2021-05-18,88,False
2021-05-19,75,False
2021-05-20,76,False
2021-05-21,70,False
2021-05-22,72,False
2021-05-23,25,False
2021-05-24,51,False
2021-05-25,87,False
2021-05-26,83,False
2021-05-27,68,False
2021-05-28,59,False
2021-05-29,67,False
2021-05-30,24,False
2021-05-31,66,False
2021-06-01,63,False
2021-06-02,75,False
2021-06-03,56,False
2021-06-04,67,False
2021-06-05,73,False
2021-06-06,34,False
2021-06-07,70,False
2021-06-08,73,False
2021-06-09,63,False
2021-06-10,68,False
2021-06-11,56,False
2021-06-12,59,False
2021-06-13,33,False
2021-06-14,63,False
2021-06-15,67,False
2021-06-16,64,False
2021-06-17,60,False
2021-06-18,58,False
2021-06-19,48,False
2021-06-20,28,False
2021-06-21,64,False
2021-06-22,60,False
2021-06-23,58,False
2021-06-24,64,False
2021-06-25,57,False
2021-06-26,53,False
