date,Point relais,isPartial
2019-09-29,31,False
2019-09-30,65,False
2019-10-01,71,False
2019-10-02,67,False
2019-10-03,66,False
2019-10-04,53,False
2019-10-05,56,False
2019-10-06,41,False
2019-10-07,77,False
2019-10-08,61,False
2019-10-09,56,False
2019-10-10,74,False
2019-10-11,63,False
2019-10-12,60,False
2019-10-13,33,False
2019-10-14,62,False
2019-10-15,70,False
2019-10-16,67,False
2019-10-17,64,False
2019-10-18,66,False
2019-10-19,61,False
2019-10-20,35,False
2019-10-21,74,False
2019-10-22,70,False
2019-10-23,64,False
2019-10-24,69,False
2019-10-25,62,False
2019-10-26,55,False
2019-10-27,28,False
2019-10-28,69,False
2019-10-29,63,False
2019-10-30,66,False
2019-10-31,66,False
2019-11-01,37,False
2019-11-02,62,False
2019-11-03,35,False
2019-11-04,67,False
2019-11-05,71,False
2019-11-06,63,False
2019-11-07,72,False
2019-11-08,71,False
2019-11-09,70,False
2019-11-10,37,False
2019-11-11,45,False
2019-11-12,77,False
2019-11-13,69,False
2019-11-14,68,False
2019-11-15,76,False
2019-11-16,67,False
2019-11-17,40,False
2019-11-18,84,False
2019-11-19,82,False
2019-11-20,70,False
2019-11-21,64,False
2019-11-22,63,False
2019-11-23,70,False
2019-11-24,33,False
2019-11-25,76,False
2019-11-26,76,False
2019-11-27,65,False
2019-11-28,62,False
2019-11-29,74,False
2019-11-30,75,False
2019-12-01,41,False
2019-12-02,78,False
2019-12-03,78,False
2019-12-04,83,False
2019-12-05,83,False
2019-12-06,79,False
2019-12-07,85,False
2019-12-08,45,False
2019-12-09,86,False
2019-12-10,82,False
2019-12-11,94,False
2019-12-12,88,False
2019-12-13,73,False
2019-12-14,82,False
2019-12-15,47,False
2019-12-16,100,False
2019-12-17,96,False
2019-12-18,87,False
2019-12-19,71,False
2019-12-20,78,False
2019-12-21,78,False
2019-12-22,39,False
2019-12-23,85,False
2019-12-24,70,False
2019-12-25,30,False
2019-12-26,70,False
2019-12-27,75,False
2019-12-28,74,False
