date,Suivi colis,isPartial
2018-07-01,24,False
2018-07-02,52,False
2018-07-03,60,False
2018-07-04,68,False
2018-07-05,66,False
2018-07-06,64,False
2018-07-07,54,False
2018-07-08,27,False
2018-07-09,65,False
2018-07-10,72,False
2018-07-11,74,False
2018-07-12,71,False
2018-07-13,73,False
2018-07-14,22,False
2018-07-15,19,False
2018-07-16,71,False
2018-07-17,89,False
2018-07-18,91,False
2018-07-19,73,False
2018-07-20,67,False
2018-07-21,41,False
2018-07-22,24,False
2018-07-23,71,False
2018-07-24,79,False
2018-07-25,79,False
2018-07-26,76,False
2018-07-27,64,False
2018-07-28,34,False
2018-07-29,29,False
2018-07-30,64,False
2018-07-31,72,False
2018-08-01,74,False
2018-08-02,73,False
2018-08-03,78,False
2018-08-04,44,False
2018-08-05,20,False
2018-08-06,64,False
2018-08-07,82,False
2018-08-08,92,False
2018-08-09,87,False
2018-08-10,93,False
2018-08-11,60,False
2018-08-12,20,False
2018-08-13,66,False
2018-08-14,99,False
2018-08-15,45,False
2018-08-16,89,False
2018-08-17,88,False
2018-08-18,53,False
2018-08-19,26,False
2018-08-20,74,False
2018-08-21,95,False
2018-08-22,100,False
2018-08-23,85,False
2018-08-24,77,False
2018-08-25,48,False
2018-08-26,23,False
2018-08-27,66,False
2018-08-28,71,False
2018-08-29,74,False
2018-08-30,75,False
2018-08-31,86,False
2018-09-01,46,False
2018-09-02,24,False
2018-09-03,70,False
2018-09-04,81,False
2018-09-05,80,False
2018-09-06,79,False
2018-09-07,84,False
2018-09-08,53,False
2018-09-09,17,False
2018-09-10,80,False
2018-09-11,91,False
2018-09-12,81,False
2018-09-13,81,False
2018-09-14,76,False
2018-09-15,50,False
2018-09-16,22,False
2018-09-17,72,False
2018-09-18,84,False
2018-09-19,97,False
2018-09-20,91,False
2018-09-21,75,False
2018-09-22,54,False
2018-09-23,22,False
2018-09-24,83,False
2018-09-25,86,False
2018-09-26,82,False
2018-09-27,93,False
2018-09-28,91,False
2018-09-29,58,False
