date,Livraison,isPartial
2020-09-27,58,False
2020-09-28,58,False
2020-09-29,63,False
2020-09-30,58,False
2020-10-01,60,False
2020-10-02,70,False
2020-10-03,63,False
2020-10-04,58,False
2020-10-05,56,False
2020-10-06,60,False
2020-10-07,62,False
2020-10-08,62,False
2020-10-09,61,False
2020-10-10,63,False
2020-10-11,58,False
2020-10-12,65,False
2020-10-13,66,False
2020-10-14,63,False
2020-10-15,70,False
2020-10-16,66,False
2020-10-17,65,False
2020-10-18,61,False
2020-10-19,65,False
2020-10-20,62,False
2020-10-21,61,False
2020-10-22,62,False
2020-10-23,69,False
2020-10-24,70,False
2020-10-25,62,False
2020-10-26,62,False
2020-10-27,66,False
2020-10-28,80,False
2020-10-29,97,False
2020-10-30,97,False
2020-10-31,86,False
2020-11-01,83,False
2020-11-02,83,False
2020-11-03,84,False
2020-11-04,79,False
2020-11-05,88,False
2020-11-06,97,False
2020-11-07,95,False
2020-11-08,91,False
2020-11-09,84,False
2020-11-10,91,False
2020-11-11,87,False
2020-11-12,84,False
2020-11-13,92,False
2020-11-14,91,False
2020-11-15,87,False
2020-11-16,83,False
2020-11-17,86,False
2020-11-18,85,False
2020-11-19,82,False
2020-11-20,82,False
2020-11-21,86,False
2020-11-22,74,False
2020-11-23,79,False
2020-11-24,71,False
2020-11-25,69,False
2020-11-26,71,False
2020-11-27,80,False
2020-11-28,85,False
2020-11-29,75,False
2020-11-30,75,False
2020-12-01,74,False
2020-12-02,77,False
2020-12-03,76,False
2020-12-04,91,False
2020-12-05,84,False
2020-12-06,80,False
2020-12-07,80,False
2020-12-08,81,False
2020-12-09,80,False
2020-12-10,81,False
2020-12-11,88,False
2020-12-12,86,False
2020-12-13,77,False
2020-12-14,83,False
2020-12-15,86,False
2020-12-16,86,False
2020-12-17,84,False
2020-12-18,100,False
2020-12-19,95,False
2020-12-20,79,False
2020-12-21,83,False
2020-12-22,84,False
2020-12-23,82,False
2020-12-24,59,False
2020-12-25,53,False
2020-12-26,73,False
