date,Envoi colis,isPartial
2021-09-26,42,False
2021-09-27,57,False
2021-09-28,62,False
2021-09-29,42,False
2021-09-30,52,False
2021-10-01,55,False
2021-10-02,58,False
2021-10-03,50,False
2021-10-04,42,False
2021-10-05,57,False
2021-10-06,44,False
2021-10-07,44,False
2021-10-08,36,False
2021-10-09,45,False
2021-10-10,35,False
2021-10-11,54,False
2021-10-12,33,False
2021-10-13,58,False
2021-10-14,44,False
2021-10-15,33,False
2021-10-16,48,False
2021-10-17,39,False
2021-10-18,51,False
2021-10-19,46,False
2021-10-20,52,False
2021-10-21,45,False
2021-10-22,33,False
2021-10-23,30,False
2021-10-24,36,False
2021-10-25,53,False
2021-10-26,48,False
2021-10-27,54,False
2021-10-28,48,False
2021-10-29,34,False
2021-10-30,20,False
2021-10-31,36,False
2021-11-01,51,False
2021-11-02,36,False
2021-11-03,38,False
2021-11-04,28,False
2021-11-05,42,False
2021-11-06,39,False
2021-11-07,41,False
2021-11-08,57,False
2021-11-09,57,False
2021-11-10,33,False
2021-11-11,46,False
2021-11-12,57,False
2021-11-13,42,False
2021-11-14,61,False
2021-11-15,56,False
2021-11-16,54,False
2021-11-17,59,False
2021-11-18,40,False
2021-11-19,44,False
2021-11-20,34,False
2021-11-21,54,False
2021-11-22,62,False
2021-11-23,68,False
2021-11-24,61,False
2021-11-25,47,False
2021-11-26,58,False
2021-11-27,65,False
2021-11-28,46,False
2021-11-29,58,False
2021-11-30,65,False
2021-12-01,54,False
2021-12-02,62,False
2021-12-03,54,False
2021-12-04,61,False
2021-12-05,62,False
2021-12-06,70,False
2021-12-07,87,False
2021-12-08,67,False
2021-12-09,71,False
2021-12-10,63,False
2021-12-11,59,False
2021-12-12,66,False
2021-12-13,100,False
2021-12-14,59,False
2021-12-15,82,False
2021-12-16,82,False
2021-12-17,65,False
2021-12-18,79,False
2021-12-19,65,False
2021-12-20,71,False
2021-12-21,62,False
2021-12-22,59,False
2021-12-23,72,False
2021-12-24,38,False
2021-12-25,39,False
