date,Suivi colis,isPartial
2022-03-27,22,False
2022-03-28,54,False
2022-03-29,63,False
2022-03-30,69,False
2022-03-31,73,False
2022-04-01,60,False
2022-04-02,47,False
2022-04-03,24,False
2022-04-04,66,False
2022-04-05,76,False
2022-04-06,82,False
2022-04-07,79,False
2022-04-08,84,False
2022-04-09,50,False
2022-04-10,27,False
2022-04-11,77,False
2022-04-12,87,False
2022-04-13,98,False
2022-04-14,87,False
2022-04-15,77,False
2022-04-16,51,False
2022-04-17,29,False
2022-04-18,42,False
2022-04-19,68,False
2022-04-20,95,False
2022-04-21,80,False
2022-04-22,74,False
2022-04-23,53,False
2022-04-24,26,False
2022-04-25,78,False
2022-04-26,74,False
2022-04-27,84,False
2022-04-28,74,False
2022-04-29,74,False
2022-04-30,51,False
2022-05-01,21,False
2022-05-02,58,False
2022-05-03,86,False
2022-05-04,74,False
2022-05-05,81,False
2022-05-06,85,False
2022-05-07,57,False
2022-05-08,30,False
2022-05-09,76,False
2022-05-10,81,False
2022-05-11,81,False
2022-05-12,91,False
2022-05-13,77,False
2022-05-14,62,False
2022-05-15,33,False
2022-05-16,72,False
2022-05-17,76,False
2022-05-18,92,False
2022-05-19,84,False
2022-05-20,70,False
2022-05-21,44,False
2022-05-22,32,False
2022-05-23,70,False
2022-05-24,78,False
2022-05-25,74,False
2022-05-26,48,False
2022-05-27,75,False
2022-05-28,51,False
2022-05-29,31,False
2022-05-30,72,False
2022-05-31,75,False
2022-06-01,75,False
2022-06-02,78,False
2022-06-03,67,False
2022-06-04,46,False
2022-06-05,22,False
2022-06-06,35,False
2022-06-07,100,False
2022-06-08,84,False
2022-06-09,99,False
2022-06-10,88,False
2022-06-11,73,False
2022-06-12,31,False
2022-06-13,90,False
2022-06-14,88,False
2022-06-15,95,False
2022-06-16,91,False
2022-06-17,90,False
2022-06-18,61,False
2022-06-19,29,False
2022-06-20,72,False
2022-06-21,76,False
2022-06-22,81,False
2022-06-23,75,False
2022-06-24,71,False
2022-06-25,53,False
