date,Point relais,isPartial
2019-06-30,46,False
2019-07-01,74,False
2019-07-02,78,False
2019-07-03,79,False
2019-07-04,75,False
2019-07-05,77,False
2019-07-06,75,False
2019-07-07,37,False
2019-07-08,81,False
2019-07-09,81,False
2019-07-10,77,False
2019-07-11,76,False
2019-07-12,62,False
2019-07-13,71,False
2019-07-14,32,False
2019-07-15,80,False
2019-07-16,80,False
2019-07-17,76,False
2019-07-18,73,False
2019-07-19,70,False
2019-07-20,69,False
2019-07-21,45,False
2019-07-22,84,False
2019-07-23,85,False
2019-07-24,81,False
2019-07-25,71,False
2019-07-26,65,False
2019-07-27,58,False
2019-07-28,44,False
2019-07-29,77,False
2019-07-30,79,False
2019-07-31,79,False
2019-08-01,81,False
2019-08-02,99,False
2019-08-03,73,False
2019-08-04,42,False
2019-08-05,90,False
2019-08-06,89,False
2019-08-07,83,False
2019-08-08,91,False
2019-08-09,82,False
2019-08-10,75,False
2019-08-11,38,False
2019-08-12,73,False
2019-08-13,96,False
2019-08-14,100,False
2019-08-15,60,False
2019-08-16,89,False
2019-08-17,69,False
2019-08-18,47,False
2019-08-19,95,False
2019-08-20,95,False
2019-08-21,88,False
2019-08-22,73,False
2019-08-23,79,False
2019-08-24,71,False
2019-08-25,38,False
2019-08-26,83,False
2019-08-27,80,False
2019-08-28,72,False
2019-08-29,90,False
2019-08-30,88,False
2019-08-31,82,False
2019-09-01,48,False
2019-09-02,82,False
2019-09-03,81,False
2019-09-04,81,False
2019-09-05,77,False
2019-09-06,86,False
2019-09-07,79,False
2019-09-08,52,False
2019-09-09,90,False
2019-09-10,70,False
2019-09-11,87,False
2019-09-12,77,False
2019-09-13,62,False
2019-09-14,71,False
2019-09-15,43,False
2019-09-16,80,False
2019-09-17,89,False
2019-09-18,78,False
2019-09-19,72,False
2019-09-20,79,False
2019-09-21,72,False
2019-09-22,40,False
2019-09-23,65,False
2019-09-24,63,False
2019-09-25,79,False
2019-09-26,73,False
2019-09-27,75,False
2019-09-28,75,False
