date,Livraison express,isPartial
2019-06-30,14,False
2019-07-01,47,False
2019-07-02,57,False
2019-07-03,14,False
2019-07-04,48,False
2019-07-05,50,False
2019-07-06,29,False
2019-07-07,21,False
2019-07-08,100,False
2019-07-09,35,False
2019-07-10,54,False
2019-07-11,94,False
2019-07-12,51,False
2019-07-13,85,False
2019-07-14,38,False
2019-07-15,80,False
2019-07-16,51,False
2019-07-17,47,False
2019-07-18,50,False
2019-07-19,56,False
2019-07-20,44,False
2019-07-21,23,False
2019-07-22,86,False
2019-07-23,45,False
2019-07-24,20,False
2019-07-25,72,False
2019-07-26,59,False
2019-07-27,28,False
2019-07-28,23,False
2019-07-29,42,False
2019-07-30,51,False
2019-07-31,62,False
2019-08-01,42,False
2019-08-02,31,False
2019-08-03,37,False
2019-08-04,28,False
2019-08-05,70,False
2019-08-06,24,False
2019-08-07,57,False
2019-08-08,41,False
2019-08-09,37,False
2019-08-10,32,False
2019-08-11,53,False
2019-08-12,54,False
2019-08-13,45,False
2019-08-14,42,False
2019-08-15,20,False
2019-08-16,0,False
2019-08-17,29,False
2019-08-18,39,False
2019-08-19,55,False
2019-08-20,31,False
2019-08-21,32,False
2019-08-22,61,False
2019-08-23,24,False
2019-08-24,13,False
2019-08-25,20,False
2019-08-26,21,False
2019-08-27,72,False
2019-08-28,23,False
2019-08-29,82,False
2019-08-30,27,False
2019-08-31,43,False
2019-09-01,0,False
2019-09-02,43,False
2019-09-03,67,False
2019-09-04,35,False
2019-09-05,41,False
2019-09-06,49,False
2019-09-07,36,False
2019-09-08,51,False
2019-09-09,22,False
2019-09-10,55,False
2019-09-11,46,False
2019-09-12,0,False
2019-09-13,18,False
2019-09-14,23,False
2019-09-15,22,False
2019-09-16,42,False
2019-09-17,58,False
2019-09-18,48,False
2019-09-19,20,False
2019-09-20,0,False
2019-09-21,15,False
2019-09-22,21,False
2019-09-23,52,False
2019-09-24,19,False
2019-09-25,24,False
2019-09-26,35,False
2019-09-27,50,False
2019-09-28,48,False
