date,Livraison domicile,isPartial
2018-04-01,72,False
2018-04-02,86,False
2018-04-03,69,False
2018-04-04,54,False
2018-04-05,60,False
2018-04-06,49,False
2018-04-07,82,False
2018-04-08,74,False
2018-04-09,81,False
2018-04-10,54,False
2018-04-11,64,False
2018-04-12,51,False
2018-04-13,57,False
2018-04-14,75,False
2018-04-15,76,False
2018-04-16,61,False
2018-04-17,78,False
2018-04-18,58,False
2018-04-19,75,False
2018-04-20,79,False
2018-04-21,66,False
2018-04-22,85,False
2018-04-23,60,False
2018-04-24,49,False
2018-04-25,36,False
2018-04-26,64,False
2018-04-27,52,False
2018-04-28,91,False
2018-04-29,75,False
2018-04-30,90,False
2018-05-01,96,False
2018-05-02,58,False
2018-05-03,77,False
2018-05-04,70,False
2018-05-05,89,False
2018-05-06,91,False
2018-05-07,90,False
2018-05-08,68,False
2018-05-09,68,False
2018-05-10,64,False
2018-05-11,78,False
2018-05-12,69,False
2018-05-13,78,False
2018-05-14,68,False
2018-05-15,52,False
2018-05-16,72,False
2018-05-17,48,False
2018-05-18,49,False
2018-05-19,68,False
2018-05-20,70,False
2018-05-21,84,False
2018-05-22,69,False
2018-05-23,75,False
2018-05-24,59,False
2018-05-25,100,False
2018-05-26,96,False
2018-05-27,68,False
2018-05-28,54,False
2018-05-29,67,False
2018-05-30,47,False
2018-05-31,51,False
2018-06-01,45,False
2018-06-02,62,False
2018-06-03,66,False
2018-06-04,64,False
2018-06-05,59,False
2018-06-06,79,False
2018-06-07,81,False
2018-06-08,93,False
2018-06-09,90,False
2018-06-10,84,False
2018-06-11,71,False
2018-06-12,70,False
2018-06-13,73,False
2018-06-14,72,False
2018-06-15,62,False
2018-06-16,60,False
2018-06-17,75,False
2018-06-18,62,False
2018-06-19,47,False
2018-06-20,55,False
2018-06-21,52,False
2018-06-22,61,False
2018-06-23,63,False
2018-06-24,95,False
2018-06-25,55,False
2018-06-26,41,False
2018-06-27,59,False
2018-06-28,53,False
2018-06-29,67,False
2018-06-30,69,False
