date,Envoi colis,isPartial
2022-12-25,53,False
2022-12-26,82,False
2022-12-27,80,False
2022-12-28,66,False
2022-12-29,100,False
2022-12-30,76,False
2022-12-31,44,False
2023-01-01,37,False
2023-01-02,67,False
2023-01-03,63,False
2023-01-04,49,False
2023-01-05,67,False
2023-01-06,63,False
2023-01-07,65,False
2023-01-08,66,False
2023-01-09,63,False
2023-01-10,47,False
2023-01-11,80,False
2023-01-12,49,False
2023-01-13,65,False
2023-01-14,72,False
2023-01-15,35,False
2023-01-16,61,False
2023-01-17,61,False
2023-01-18,52,False
2023-01-19,56,False
2023-01-20,74,False
2023-01-21,37,False
2023-01-22,39,False
2023-01-23,86,False
2023-01-24,59,False
2023-01-25,68,False
2023-01-26,59,False
2023-01-27,68,False
2023-01-28,48,False
2023-01-29,60,False
2023-01-30,85,False
2023-01-31,56,False
2023-02-01,57,False
2023-02-02,51,False
2023-02-03,52,False
2023-02-04,39,False
2023-02-05,33,False
2023-02-06,81,False
2023-02-07,54,False
2023-02-08,68,False
2023-02-09,36,False
2023-02-10,43,False
2023-02-11,71,False
2023-02-12,45,False
2023-02-13,62,False
2023-02-14,76,False
2023-02-15,63,False
2023-02-16,68,False
2023-02-17,55,False
2023-02-18,60,False
2023-02-19,38,False
2023-02-20,55,False
2023-02-21,54,False
2023-02-22,61,False
2023-02-23,49,False
2023-02-24,59,False
2023-02-25,40,False
2023-02-26,54,False
2023-02-27,66,False
2023-02-28,46,False
2023-03-01,66,False
2023-03-02,79,False
2023-03-03,52,False
2023-03-04,73,False
2023-03-05,50,False
2023-03-06,51,False
2023-03-07,69,False
2023-03-08,70,False
2023-03-09,60,False
2023-03-10,64,False
2023-03-11,42,False
2023-03-12,60,False
2023-03-13,58,False
2023-03-14,65,False
2023-03-15,68,False
2023-03-16,45,False
2023-03-17,42,False
2023-03-18,63,False
2023-03-19,42,False
2023-03-20,57,False
2023-03-21,72,False
2023-03-22,42,False
2023-03-23,36,False
2023-03-24,41,False
2023-03-25,44,False
