date,Suivi colis,isPartial
2021-03-28,22,False
2021-03-29,53,False
2021-03-30,63,False
2021-03-31,69,False
2021-04-01,62,False
2021-04-02,55,False
2021-04-03,44,False
2021-04-04,22,False
2021-04-05,33,False
2021-04-06,53,False
2021-04-07,65,False
2021-04-08,76,False
2021-04-09,66,False
2021-04-10,60,False
2021-04-11,33,False
2021-04-12,68,False
2021-04-13,78,False
2021-04-14,75,False
2021-04-15,84,False
2021-04-16,85,False
2021-04-17,52,False
2021-04-18,29,False
2021-04-19,80,False
2021-04-20,100,False
2021-04-21,83,False
2021-04-22,74,False
2021-04-23,71,False
2021-04-24,53,False
2021-04-25,34,False
2021-04-26,67,False
2021-04-27,75,False
2021-04-28,74,False
2021-04-29,69,False
2021-04-30,63,False
2021-05-01,31,False
2021-05-02,30,False
2021-05-03,68,False
2021-05-04,82,False
2021-05-05,76,False
2021-05-06,84,False
2021-05-07,76,False
2021-05-08,41,False
2021-05-09,32,False
2021-05-10,79,False
2021-05-11,77,False
2021-05-12,92,False
2021-05-13,55,False
2021-05-14,90,False
2021-05-15,58,False
2021-05-16,34,False
2021-05-17,89,False
2021-05-18,86,False
2021-05-19,71,False
2021-05-20,81,False
2021-05-21,76,False
2021-05-22,50,False
2021-05-23,21,False
2021-05-24,38,False
2021-05-25,66,False
2021-05-26,63,False
2021-05-27,74,False
2021-05-28,61,False
2021-05-29,45,False
2021-05-30,19,False
2021-05-31,60,False
2021-06-01,56,False
2021-06-02,55,False
2021-06-03,51,False
2021-06-04,51,False
2021-06-05,36,False
2021-06-06,24,False
2021-06-07,61,False
2021-06-08,69,False
2021-06-09,65,False
2021-06-10,64,False
2021-06-11,51,False
2021-06-12,38,False
2021-06-13,22,False
2021-06-14,57,False
2021-06-15,55,False
2021-06-16,54,False
2021-06-17,62,False
2021-06-18,56,False
2021-06-19,31,False
2021-06-20,21,False
2021-06-21,50,False
2021-06-22,55,False
2021-06-23,60,False
2021-06-24,55,False
2021-06-25,54,False
2021-06-26,36,False
