date,Service de livraison,isPartial
2017-12-31,0,False
2018-01-01,29,False
2018-01-02,57,False
2018-01-03,0,False
2018-01-04,59,False
2018-01-05,35,False
2018-01-06,84,False
2018-01-07,0,False
2018-01-08,43,False
2018-01-09,0,False
2018-01-10,46,False
2018-01-11,46,False
2018-01-12,0,False
2018-01-13,52,False
2018-01-14,22,False
2018-01-15,53,False
2018-01-16,0,False
2018-01-17,49,False
2018-01-18,41,False
2018-01-19,0,False
2018-01-20,32,False
2018-01-21,25,False
2018-01-22,0,False
2018-01-23,0,False
2018-01-24,0,False
2018-01-25,0,False
2018-01-26,39,False
2018-01-27,23,False
2018-01-28,0,False
2018-01-29,42,False
2018-01-30,57,False
2018-01-31,0,False
2018-02-01,0,False
2018-02-02,0,False
2018-02-03,31,False
2018-02-04,22,False
2018-02-05,33,False
2018-02-06,0,False
2018-02-07,0,False
2018-02-08,29,False
2018-02-09,100,False
2018-02-10,0,False
2018-02-11,0,False
2018-02-12,38,False
2018-02-13,34,False
2018-02-14,58,False
2018-02-15,0,False
2018-02-16,28,False
2018-02-17,0,False
2018-02-18,61,False
2018-02-19,0,False
2018-02-20,60,False
2018-02-21,46,False
2018-02-22,29,False
2018-02-23,55,False
2018-02-24,36,False
2018-02-25,37,False
2018-02-26,34,False
2018-02-27,41,False
2018-02-28,0,False
2018-03-01,61,False
2018-03-02,29,False
2018-03-03,0,False
2018-03-04,0,False
2018-03-05,0,False
2018-03-06,0,False
2018-03-07,27,False
2018-03-08,22,False
2018-03-09,27,False
2018-03-10,0,False
2018-03-11,37,False
2018-03-12,31,False
2018-03-13,38,False
2018-03-14,26,False
2018-03-15,25,False
2018-03-16,0,False
2018-03-17,0,False
2018-03-18,24,False
2018-03-19,37,False
2018-03-20,30,False
2018-03-21,23,False
2018-03-22,22,False
2018-03-23,0,False
2018-03-24,0,False
2018-03-25,0,False
2018-03-26,40,False
2018-03-27,51,False
2018-03-28,35,False
2018-03-29,0,False
2018-03-30,57,False
2018-03-31,42,False
