date,colis,isPartial
2020-03-29,30,False
2020-03-30,50,False
2020-03-31,50,False
2020-04-01,60,False
2020-04-02,60,False
2020-04-03,59,False
2020-04-04,43,False
2020-04-05,33,False
2020-04-06,59,False
2020-04-07,57,False
2020-04-08,71,False
2020-04-09,75,False
2020-04-10,69,False
2020-04-11,54,False
2020-04-12,34,False
2020-04-13,48,False
2020-04-14,80,False
2020-04-15,89,False
2020-04-16,83,False
2020-04-17,77,False
2020-04-18,59,False
2020-04-19,40,False
2020-04-20,71,False
2020-04-21,87,False
2020-04-22,81,False
2020-04-23,81,False
2020-04-24,73,False
2020-04-25,53,False
2020-04-26,39,False
2020-04-27,71,False
2020-04-28,73,False
2020-04-29,72,False
2020-04-30,66,False
2020-05-01,45,False
2020-05-02,52,False
2020-05-03,46,False
2020-05-04,67,False
2020-05-05,74,False
2020-05-06,76,False
2020-05-07,69,False
2020-05-08,55,False
2020-05-09,63,False
2020-05-10,45,False
2020-05-11,79,False
2020-05-12,86,False
2020-05-13,100,False
2020-05-14,93,False
2020-05-15,85,False
2020-05-16,71,False
2020-05-17,51,False
2020-05-18,90,False
2020-05-19,95,False
2020-05-20,89,False
2020-05-21,57,False
2020-05-22,85,False
2020-05-23,70,False
2020-05-24,44,False
2020-05-25,82,False
2020-05-26,90,False
2020-05-27,92,False
2020-05-28,83,False
2020-05-29,76,False
2020-05-30,69,False
2020-05-31,40,False
2020-06-01,50,False
2020-06-02,78,False
2020-06-03,79,False
2020-06-04,76,False
2020-06-05,79,False
2020-06-06,67,False
2020-06-07,45,False
2020-06-08,76,False
2020-06-09,81,False
2020-06-10,90,False
2020-06-11,78,False
2020-06-12,70,False
2020-06-13,60,False
2020-06-14,42,False
2020-06-15,75,False
2020-06-16,75,False
2020-06-17,78,False
2020-06-18,74,False
2020-06-19,70,False
2020-06-20,62,False
2020-06-21,34,False
2020-06-22,73,False
2020-06-23,76,False
2020-06-24,75,False
2020-06-25,72,False
2020-06-26,71,False
2020-06-27,52,False
