date,Livraison domicile,isPartial
2017-12-31,46,False
2018-01-01,69,False
2018-01-02,62,False
2018-01-03,52,False
2018-01-04,54,False
2018-01-05,57,False
2018-01-06,68,False
2018-01-07,55,False
2018-01-08,48,False
2018-01-09,60,False
2018-01-10,47,False
2018-01-11,43,False
2018-01-12,53,False
2018-01-13,62,False
2018-01-14,49,False
2018-01-15,58,False
2018-01-16,41,False
2018-01-17,50,False
2018-01-18,45,False
2018-01-19,52,False
2018-01-20,68,False
2018-01-21,66,False
2018-01-22,42,False
2018-01-23,50,False
2018-01-24,41,False
2018-01-25,42,False
2018-01-26,50,False
2018-01-27,51,False
2018-01-28,78,False
2018-01-29,71,False
2018-01-30,61,False
2018-01-31,54,False
2018-02-01,56,False
2018-02-02,54,False
2018-02-03,71,False
2018-02-04,81,False
2018-02-05,58,False
2018-02-06,52,False
2018-02-07,58,False
2018-02-08,58,False
2018-02-09,74,False
2018-02-10,80,False
2018-02-11,100,False
2018-02-12,65,False
2018-02-13,73,False
2018-02-14,78,False
2018-02-15,55,False
2018-02-16,55,False
2018-02-17,68,False
2018-02-18,77,False
2018-02-19,49,False
2018-02-20,36,False
2018-02-21,62,False
2018-02-22,48,False
2018-02-23,54,False
2018-02-24,61,False
2018-02-25,61,False
2018-02-26,63,False
2018-02-27,60,False
2018-02-28,65,False
2018-03-01,67,False
2018-03-02,57,False
2018-03-03,68,False
2018-03-04,84,False
2018-03-05,50,False
2018-03-06,50,False
2018-03-07,45,False
2018-03-08,61,False
2018-03-09,49,False
2018-03-10,76,False
2018-03-11,67,False
2018-03-12,54,False
2018-03-13,51,False
2018-03-14,38,False
2018-03-15,56,False
2018-03-16,56,False
2018-03-17,63,False
2018-03-18,54,False
2018-03-19,53,False
2018-03-20,48,False
2018-03-21,52,False
2018-03-22,48,False
2018-03-23,44,False
2018-03-24,52,False
2018-03-25,47,False
2018-03-26,38,False
2018-03-27,49,False
2018-03-28,59,False
2018-03-29,55,False
2018-03-30,55,False
2018-03-31,84,False
