date,Livraison domicile,isPartial
2020-06-28,73,False
2020-06-29,83,False
2020-06-30,77,False
2020-07-01,94,False
2020-07-02,76,False
2020-07-03,86,False
2020-07-04,91,False
2020-07-05,82,False
2020-07-06,64,False
2020-07-07,71,False
2020-07-08,90,False
2020-07-09,77,False
2020-07-10,84,False
2020-07-11,88,False
2020-07-12,86,False
2020-07-13,95,False
2020-07-14,81,False
2020-07-15,70,False
2020-07-16,72,False
2020-07-17,74,False
2020-07-18,86,False
2020-07-19,100,False
2020-07-20,77,False
2020-07-21,70,False
2020-07-22,67,False
2020-07-23,76,False
2020-07-24,77,False
2020-07-25,77,False
2020-07-26,91,False
2020-07-27,74,False
2020-07-28,25,False
2020-07-29,20,False
2020-07-30,27,False
2020-07-31,23,False
2020-08-01,24,False
2020-08-02,26,False
2020-08-03,26,False
2020-08-04,23,False
2020-08-05,30,False
2020-08-06,29,False
2020-08-07,27,False
2020-08-08,34,False
2020-08-09,24,False
2020-08-10,37,False
2020-08-11,29,False
2020-08-12,23,False
2020-08-13,21,False
2020-08-14,25,False
2020-08-15,25,False
2020-08-16,28,False
2020-08-17,21,False
2020-08-18,24,False
2020-08-19,23,False
2020-08-20,23,False
2020-08-21,25,False
2020-08-22,34,False
2020-08-23,28,False
2020-08-24,27,False
2020-08-25,29,False
2020-08-26,32,False
2020-08-27,31,False
2020-08-28,29,False
2020-08-29,31,False
2020-08-30,41,False
2020-08-31,30,False
2020-09-01,30,False
2020-09-02,35,False
2020-09-03,26,False
2020-09-04,32,False
2020-09-05,35,False
2020-09-06,41,False
2020-09-07,29,False
2020-09-08,27,False
2020-09-09,24,False
2020-09-10,20,False
2020-09-11,38,False
2020-09-12,28,False
2020-09-13,34,False
2020-09-14,37,False
2020-09-15,33,False
2020-09-16,26,False
2020-09-17,24,False
2020-09-18,26,False
2020-09-19,36,False
2020-09-20,30,False
2020-09-21,26,False
2020-09-22,23,False
2020-09-23,30,False
2020-09-24,25,False
2020-09-25,30,False
2020-09-26,30,False
