date,Délai livraison,isPartial
2021-06-27,44,False
2021-06-28,0,False
2021-06-29,26,False
2021-06-30,37,False
2021-07-01,36,False
2021-07-02,82,False
2021-07-03,37,False
2021-07-04,0,False
2021-07-05,39,False
2021-07-06,60,False
2021-07-07,67,False
2021-07-08,35,False
2021-07-09,50,False
2021-07-10,0,False
2021-07-11,30,False
2021-07-12,36,False
2021-07-13,82,False
2021-07-14,36,False
2021-07-15,31,False
2021-07-16,47,False
2021-07-17,46,False
2021-07-18,43,False
2021-07-19,100,False
2021-07-20,54,False
2021-07-21,73,False
2021-07-22,0,False
2021-07-23,70,False
2021-07-24,27,False
2021-07-25,28,False
2021-07-26,0,False
2021-07-27,96,False
2021-07-28,31,False
2021-07-29,42,False
2021-07-30,61,False
2021-07-31,40,False
2021-08-01,0,False
2021-08-02,51,False
2021-08-03,51,False
2021-08-04,31,False
2021-08-05,54,False
2021-08-06,51,False
2021-08-07,0,False
2021-08-08,44,False
2021-08-09,35,False
2021-08-10,0,False
2021-08-11,41,False
2021-08-12,35,False
2021-08-13,30,False
2021-08-14,0,False
2021-08-15,18,False
2021-08-16,60,False
2021-08-17,53,False
2021-08-18,30,False
2021-08-19,49,False
2021-08-20,78,False
2021-08-21,35,False
2021-08-22,38,False
2021-08-23,61,False
2021-08-24,0,False
2021-08-25,43,False
2021-08-26,29,False
2021-08-27,64,False
2021-08-28,17,False
2021-08-29,42,False
2021-08-30,66,False
2021-08-31,25,False
2021-09-01,42,False
2021-09-02,37,False
2021-09-03,43,False
2021-09-04,0,False
2021-09-05,0,False
2021-09-06,52,False
2021-09-07,44,False
2021-09-08,0,False
2021-09-09,55,False
2021-09-10,34,False
2021-09-11,65,False
2021-09-12,35,False
2021-09-13,25,False
2021-09-14,17,False
2021-09-15,23,False
2021-09-16,40,False
2021-09-17,35,False
2021-09-18,0,False
2021-09-19,0,False
2021-09-20,49,False
2021-09-21,47,False
2021-09-22,45,False
2021-09-23,35,False
2021-09-24,24,False
2021-09-25,25,False
