date,Suivi colis,isPartial
2023-03-26,21,False
2023-03-27,55,False
2023-03-28,59,False
2023-03-29,59,False
2023-03-30,62,False
2023-03-31,53,False
2023-04-01,37,False
2023-04-02,21,False
2023-04-03,60,False
2023-04-04,73,False
2023-04-05,70,False
2023-04-06,69,False
2023-04-07,67,False
2023-04-08,52,False
2023-04-09,22,False
2023-04-10,31,False
2023-04-11,67,False
2023-04-12,83,False
2023-04-13,86,False
2023-04-14,81,False
2023-04-15,55,False
2023-04-16,28,False
2023-04-17,70,False
2023-04-18,76,False
2023-04-19,83,False
2023-04-20,75,False
2023-04-21,64,False
2023-04-22,46,False
2023-04-23,23,False
2023-04-24,63,False
2023-04-25,66,False
2023-04-26,66,False
2023-04-27,66,False
2023-04-28,60,False
2023-04-29,39,False
2023-04-30,18,False
2023-05-01,24,False
2023-05-02,60,False
2023-05-03,76,False
2023-05-04,74,False
2023-05-05,71,False
2023-05-06,48,False
2023-05-07,22,False
2023-05-08,37,False
2023-05-09,73,False
2023-05-10,97,False
2023-05-11,100,False
2023-05-12,92,False
2023-05-13,57,False
2023-05-14,27,False
2023-05-15,82,False
2023-05-16,96,False
2023-05-17,82,False
2023-05-18,54,False
2023-05-19,85,False
2023-05-20,64,False
2023-05-21,30,False
2023-05-22,76,False
2023-05-23,86,False
2023-05-24,83,False
2023-05-25,78,False
2023-05-26,69,False
2023-05-27,48,False
2023-05-28,22,False
2023-05-29,36,False
2023-05-30,75,False
2023-05-31,80,False
2023-06-01,84,False
2023-06-02,79,False
2023-06-03,61,False
2023-06-04,34,False
2023-06-05,80,False
2023-06-06,76,False
2023-06-07,92,False
2023-06-08,88,False
2023-06-09,75,False
2023-06-10,60,False
2023-06-11,33,False
2023-06-12,74,False
2023-06-13,91,False
2023-06-14,97,False
2023-06-15,88,False
2023-06-16,88,False
2023-06-17,61,False
2023-06-18,29,False
2023-06-19,72,False
2023-06-20,78,False
2023-06-21,70,False
2023-06-22,75,False
2023-06-23,71,False
2023-06-24,51,False
