date,Point relais,isPartial
2023-03-26,34,False
2023-03-27,79,False
2023-03-28,68,False
2023-03-29,76,False
2023-03-30,64,False
2023-03-31,67,False
2023-04-01,61,False
2023-04-02,36,False
2023-04-03,72,False
2023-04-04,73,False
2023-04-05,75,False
2023-04-06,69,False
2023-04-07,74,False
2023-04-08,59,False
2023-04-09,27,False
2023-04-10,52,False
2023-04-11,74,False
2023-04-12,81,False
2023-04-13,67,False
2023-04-14,69,False
2023-04-15,72,False
2023-04-16,37,False
2023-04-17,77,False
2023-04-18,74,False
2023-04-19,84,False
2023-04-20,71,False
2023-04-21,74,False
2023-04-22,72,False
2023-04-23,38,False
2023-04-24,81,False
2023-04-25,79,False
2023-04-26,66,False
2023-04-27,68,False
2023-04-28,70,False
2023-04-29,59,False
2023-04-30,33,False
2023-05-01,36,False
2023-05-02,86,False
2023-05-03,93,False
2023-05-04,84,False
2023-05-05,82,False
2023-05-06,74,False
2023-05-07,36,False
2023-05-08,58,False
2023-05-09,85,False
2023-05-10,93,False
2023-05-11,79,False
2023-05-12,83,False
2023-05-13,63,False
2023-05-14,42,False
2023-05-15,87,False
2023-05-16,95,False
2023-05-17,89,False
2023-05-18,54,False
2023-05-19,94,False
2023-05-20,70,False
2023-05-21,43,False
2023-05-22,94,False
2023-05-23,86,False
2023-05-24,78,False
2023-05-25,74,False
2023-05-26,70,False
2023-05-27,70,False
2023-05-28,31,False
2023-05-29,56,False
2023-05-30,79,False
2023-05-31,80,False
2023-06-01,75,False
2023-06-02,83,False
2023-06-03,72,False
2023-06-04,42,False
2023-06-05,93,False
2023-06-06,88,False
2023-06-07,76,False
2023-06-08,100,False
2023-06-09,68,False
2023-06-10,80,False
2023-06-11,39,False
2023-06-12,93,False
2023-06-13,83,False
2023-06-14,82,False
2023-06-15,86,False
2023-06-16,89,False
2023-06-17,72,False
2023-06-18,39,False
2023-06-19,86,False
2023-06-20,79,False
2023-06-21,79,False
2023-06-22,74,False
2023-06-23,74,False
2023-06-24,66,False
