date,Livraison express,isPartial
2018-09-30,40,False
2018-10-01,18,False
2018-10-02,49,False
2018-10-03,15,False
2018-10-04,66,False
2018-10-05,56,False
2018-10-06,41,False
2018-10-07,37,False
2018-10-08,23,False
2018-10-09,55,False
2018-10-10,89,False
2018-10-11,35,False
2018-10-12,25,False
2018-10-13,45,False
2018-10-14,52,False
2018-10-15,31,False
2018-10-16,36,False
2018-10-17,27,False
2018-10-18,33,False
2018-10-19,40,False
2018-10-20,24,False
2018-10-21,13,False
2018-10-22,0,False
2018-10-23,37,False
2018-10-24,37,False
2018-10-25,33,False
2018-10-26,17,False
2018-10-27,0,False
2018-10-28,40,False
2018-10-29,45,False
2018-10-30,28,False
2018-10-31,71,False
2018-11-01,31,False
2018-11-02,30,False
2018-11-03,0,False
2018-11-04,42,False
2018-11-05,39,False
2018-11-06,57,False
2018-11-07,66,False
2018-11-08,20,False
2018-11-09,0,False
2018-11-10,43,False
2018-11-11,0,False
2018-11-12,32,False
2018-11-13,41,False
2018-11-14,50,False
2018-11-15,45,False
2018-11-16,40,False
2018-11-17,37,False
2018-11-18,33,False
2018-11-19,32,False
2018-11-20,21,False
2018-11-21,48,False
2018-11-22,29,False
2018-11-23,42,False
2018-11-24,30,False
2018-11-25,24,False
2018-11-26,56,False
2018-11-27,40,False
2018-11-28,71,False
2018-11-29,27,False
2018-11-30,78,False
2018-12-01,37,False
2018-12-02,17,False
2018-12-03,39,False
2018-12-04,32,False
2018-12-05,42,False
2018-12-06,72,False
2018-12-07,50,False
2018-12-08,37,False
2018-12-09,38,False
2018-12-10,26,False
2018-12-11,55,False
2018-12-12,54,False
2018-12-13,39,False
2018-12-14,22,False
2018-12-15,40,False
2018-12-16,20,False
2018-12-17,59,False
2018-12-18,79,False
2018-12-19,48,False
2018-12-20,57,False
2018-12-21,100,False
2018-12-22,48,False
2018-12-23,39,False
2018-12-24,27,False
2018-12-25,0,False
2018-12-26,30,False
2018-12-27,41,False
2018-12-28,60,False
2018-12-29,67,False
