date,Livraison domicile,isPartial
2017-04-02,83,False
2017-04-03,81,False
2017-04-04,54,False
2017-04-05,40,False
2017-04-06,53,False
2017-04-07,50,False
2017-04-08,65,False
2017-04-09,79,False
2017-04-10,49,False
2017-04-11,67,False
2017-04-12,58,False
2017-04-13,61,False
2017-04-14,54,False
2017-04-15,78,False
2017-04-16,83,False
2017-04-17,47,False
2017-04-18,52,False
2017-04-19,57,False
2017-04-20,60,False
2017-04-21,56,False
2017-04-22,83,False
2017-04-23,70,False
2017-04-24,29,False
2017-04-25,51,False
2017-04-26,58,False
2017-04-27,59,False
2017-04-28,85,False
2017-04-29,89,False
2017-04-30,83,False
2017-05-01,75,False
2017-05-02,56,False
2017-05-03,69,False
2017-05-04,68,False
2017-05-05,66,False
2017-05-06,86,False
2017-05-07,57,False
2017-05-08,95,False
2017-05-09,58,False
2017-05-10,62,False
2017-05-11,54,False
2017-05-12,81,False
2017-05-13,87,False
2017-05-14,86,False
2017-05-15,50,False
2017-05-16,65,False
2017-05-17,59,False
2017-05-18,70,False
2017-05-19,69,False
2017-05-20,56,False
2017-05-21,67,False
2017-05-22,53,False
2017-05-23,74,False
2017-05-24,60,False
2017-05-25,79,False
2017-05-26,86,False
2017-05-27,100,False
2017-05-28,83,False
2017-05-29,50,False
2017-05-30,50,False
2017-05-31,46,False
2017-06-01,54,False
2017-06-02,72,False
2017-06-03,78,False
2017-06-04,56,False
2017-06-05,65,False
2017-06-06,46,False
2017-06-07,65,False
2017-06-08,50,False
2017-06-09,55,False
2017-06-10,59,False
2017-06-11,56,False
2017-06-12,49,False
2017-06-13,65,False
2017-06-14,54,False
2017-06-15,45,False
2017-06-16,69,False
2017-06-17,73,False
2017-06-18,45,False
2017-06-19,58,False
2017-06-20,74,False
2017-06-21,78,False
2017-06-22,71,False
2017-06-23,60,False
2017-06-24,56,False
2017-06-25,98,False
2017-06-26,62,False
2017-06-27,65,False
2017-06-28,58,False
2017-06-29,55,False
2017-06-30,63,False
2017-07-01,71,False
