date,Livraison express,isPartial
2018-07-01,32,False
2018-07-02,11,False
2018-07-03,100,False
2018-07-04,78,False
2018-07-05,60,False
2018-07-06,27,False
2018-07-07,45,False
2018-07-08,43,False
2018-07-09,0,False
2018-07-10,47,False
2018-07-11,79,False
2018-07-12,37,False
2018-07-13,72,False
2018-07-14,27,False
2018-07-15,0,False
2018-07-16,67,False
2018-07-17,31,False
2018-07-18,28,False
2018-07-19,62,False
2018-07-20,49,False
2018-07-21,25,False
2018-07-22,33,False
2018-07-23,55,False
2018-07-24,73,False
2018-07-25,65,False
2018-07-26,45,False
2018-07-27,23,False
2018-07-28,62,False
2018-07-29,29,False
2018-07-30,39,False
2018-07-31,27,False
2018-08-01,43,False
2018-08-02,71,False
2018-08-03,28,False
2018-08-04,72,False
2018-08-05,63,False
2018-08-06,48,False
2018-08-07,52,False
2018-08-08,46,False
2018-08-09,46,False
2018-08-10,21,False
2018-08-11,58,False
2018-08-12,22,False
2018-08-13,49,False
2018-08-14,20,False
2018-08-15,26,False
2018-08-16,37,False
2018-08-17,29,False
2018-08-18,46,False
2018-08-19,30,False
2018-08-20,23,False
2018-08-21,49,False
2018-08-22,24,False
2018-08-23,76,False
2018-08-24,45,False
2018-08-25,28,False
2018-08-26,65,False
2018-08-27,30,False
2018-08-28,0,False
2018-08-29,48,False
2018-08-30,51,False
2018-08-31,53,False
2018-09-01,46,False
2018-09-02,33,False
2018-09-03,27,False
2018-09-04,76,False
2018-09-05,38,False
2018-09-06,50,False
2018-09-07,78,False
2018-09-08,17,False
2018-09-09,20,False
2018-09-10,49,False
2018-09-11,32,False
2018-09-12,20,False
2018-09-13,41,False
2018-09-14,25,False
2018-09-15,19,False
2018-09-16,32,False
2018-09-17,20,False
2018-09-18,40,False
2018-09-19,41,False
2018-09-20,16,False
2018-09-21,31,False
2018-09-22,27,False
2018-09-23,24,False
2018-09-24,44,False
2018-09-25,14,False
2018-09-26,38,False
2018-09-27,44,False
2018-09-28,20,False
2018-09-29,24,False
