date,Livraison express,isPartial
2022-12-25,42,False
2022-12-26,46,False
2022-12-27,78,False
2022-12-28,23,False
2022-12-29,59,False
2022-12-30,0,False
2022-12-31,0,False
2023-01-01,27,False
2023-01-02,60,False
2023-01-03,30,False
2023-01-04,24,False
2023-01-05,42,False
2023-01-06,21,False
2023-01-07,66,False
2023-01-08,0,False
2023-01-09,41,False
2023-01-10,20,False
2023-01-11,40,False
2023-01-12,34,False
2023-01-13,21,False
2023-01-14,33,False
2023-01-15,13,False
2023-01-16,56,False
2023-01-17,0,False
2023-01-18,100,False
2023-01-19,34,False
2023-01-20,35,False
2023-01-21,0,False
2023-01-22,24,False
2023-01-23,52,False
2023-01-24,71,False
2023-01-25,56,False
2023-01-26,41,False
2023-01-27,30,False
2023-01-28,42,False
2023-01-29,27,False
2023-01-30,44,False
2023-01-31,45,False
2023-02-01,41,False
2023-02-02,38,False
2023-02-03,11,False
2023-02-04,59,False
2023-02-05,0,False
2023-02-06,43,False
2023-02-07,55,False
2023-02-08,48,False
2023-02-09,51,False
2023-02-10,17,False
2023-02-11,52,False
2023-02-12,35,False
2023-02-13,35,False
2023-02-14,75,False
2023-02-15,67,False
2023-02-16,17,False
2023-02-17,0,False
2023-02-18,75,False
2023-02-19,64,False
2023-02-20,47,False
2023-02-21,71,False
2023-02-22,68,False
2023-02-23,69,False
2023-02-24,58,False
2023-02-25,30,False
2023-02-26,37,False
2023-02-27,38,False
2023-02-28,63,False
2023-03-01,36,False
2023-03-02,50,False
2023-03-03,46,False
2023-03-04,34,False
2023-03-05,26,False
2023-03-06,21,False
2023-03-07,74,False
2023-03-08,62,False
2023-03-09,69,False
2023-03-10,32,False
2023-03-11,48,False
2023-03-12,28,False
2023-03-13,32,False
2023-03-14,34,False
2023-03-15,39,False
2023-03-16,56,False
2023-03-17,17,False
2023-03-18,61,False
2023-03-19,32,False
2023-03-20,12,False
2023-03-21,50,False
2023-03-22,0,False
2023-03-23,29,False
2023-03-24,17,False
2023-03-25,27,False
