date,colis,isPartial
2019-12-29,53,False
2019-12-30,99,False
2019-12-31,80,False
2020-01-01,44,False
2020-01-02,96,False
2020-01-03,100,False
2020-01-04,77,False
2020-01-05,52,False
2020-01-06,87,False
2020-01-07,82,False
2020-01-08,93,False
2020-01-09,91,False
2020-01-10,88,False
2020-01-11,80,False
2020-01-12,46,False
2020-01-13,88,False
2020-01-14,99,False
2020-01-15,92,False
2020-01-16,89,False
2020-01-17,93,False
2020-01-18,70,False
2020-01-19,48,False
2020-01-20,86,False
2020-01-21,88,False
2020-01-22,84,False
2020-01-23,86,False
2020-01-24,86,False
2020-01-25,79,False
2020-01-26,48,False
2020-01-27,83,False
2020-01-28,83,False
2020-01-29,81,False
2020-01-30,80,False
2020-01-31,80,False
2020-02-01,56,False
2020-02-02,42,False
2020-02-03,76,False
2020-02-04,75,False
2020-02-05,76,False
2020-02-06,82,False
2020-02-07,74,False
2020-02-08,60,False
2020-02-09,41,False
2020-02-10,76,False
2020-02-11,79,False
2020-02-12,81,False
2020-02-13,86,False
2020-02-14,71,False
2020-02-15,53,False
2020-02-16,40,False
2020-02-17,78,False
2020-02-18,70,False
2020-02-19,78,False
2020-02-20,76,False
2020-02-21,68,False
2020-02-22,52,False
2020-02-23,40,False
2020-02-24,70,False
2020-02-25,71,False
2020-02-26,75,False
2020-02-27,73,False
2020-02-28,68,False
2020-02-29,55,False
2020-03-01,41,False
2020-03-02,70,False
2020-03-03,78,False
2020-03-04,72,False
2020-03-05,79,False
2020-03-06,73,False
2020-03-07,62,False
2020-03-08,40,False
2020-03-09,71,False
2020-03-10,82,False
2020-03-11,85,False
2020-03-12,73,False
2020-03-13,66,False
2020-03-14,64,False
2020-03-15,51,False
2020-03-16,81,False
2020-03-17,88,False
2020-03-18,83,False
2020-03-19,74,False
2020-03-20,74,False
2020-03-21,58,False
2020-03-22,42,False
2020-03-23,75,False
2020-03-24,79,False
2020-03-25,75,False
2020-03-26,88,False
2020-03-27,73,False
2020-03-28,56,False
