date,Livraison express,isPartial
2019-03-31,40,False
2019-04-01,39,False
2019-04-02,49,False
2019-04-03,15,False
2019-04-04,61,False
2019-04-05,83,False
2019-04-06,41,False
2019-04-07,100,False
2019-04-08,64,False
2019-04-09,0,False
2019-04-10,64,False
2019-04-11,65,False
2019-04-12,0,False
2019-04-13,21,False
2019-04-14,27,False
2019-04-15,0,False
2019-04-16,0,False
2019-04-17,54,False
2019-04-18,53,False
2019-04-19,44,False
2019-04-20,26,False
2019-04-21,40,False
2019-04-22,37,False
2019-04-23,44,False
2019-04-24,48,False
2019-04-25,33,False
2019-04-26,79,False
2019-04-27,38,False
2019-04-28,57,False
2019-04-29,85,False
2019-04-30,39,False
2019-05-01,81,False
2019-05-02,59,False
2019-05-03,42,False
2019-05-04,52,False
2019-05-05,44,False
2019-05-06,0,False
2019-05-07,47,False
2019-05-08,19,False
2019-05-09,80,False
2019-05-10,30,False
2019-05-11,42,False
2019-05-12,39,False
2019-05-13,28,False
2019-05-14,35,False
2019-05-15,47,False
2019-05-16,56,False
2019-05-17,28,False
2019-05-18,14,False
2019-05-19,0,False
2019-05-20,46,False
2019-05-21,61,False
2019-05-22,49,False
2019-05-23,48,False
2019-05-24,70,False
2019-05-25,54,False
2019-05-26,0,False
2019-05-27,54,False
2019-05-28,60,False
2019-05-29,45,False
2019-05-30,84,False
2019-05-31,19,False
2019-06-01,40,False
2019-06-02,43,False
2019-06-03,42,False
2019-06-04,67,False
2019-06-05,52,False
2019-06-06,87,False
2019-06-07,32,False
2019-06-08,65,False
2019-06-09,57,False
2019-06-10,28,False
2019-06-11,32,False
2019-06-12,61,False
2019-06-13,45,False
2019-06-14,35,False
2019-06-15,97,False
2019-06-16,33,False
2019-06-17,27,False
2019-06-18,35,False
2019-06-19,44,False
2019-06-20,53,False
2019-06-21,72,False
2019-06-22,48,False
2019-06-23,18,False
2019-06-24,69,False
2019-06-25,43,False
2019-06-26,70,False
2019-06-27,61,False
2019-06-28,87,False
2019-06-29,74,False
