date,Tarif colis,isPartial
2017-01-01,38,False
2017-01-02,64,False
2017-01-03,54,False
2017-01-04,72,False
2017-01-05,46,False
2017-01-06,80,False
2017-01-07,28,False
2017-01-08,33,False
2017-01-09,87,False
2017-01-10,59,False
2017-01-11,38,False
2017-01-12,43,False
2017-01-13,77,False
2017-01-14,46,False
2017-01-15,87,False
2017-01-16,75,False
2017-01-17,64,False
2017-01-18,63,False
2017-01-19,54,False
2017-01-20,80,False
2017-01-21,67,False
2017-01-22,46,False
2017-01-23,67,False
2017-01-24,61,False
2017-01-25,48,False
2017-01-26,69,False
2017-01-27,43,False
2017-01-28,51,False
2017-01-29,0,False
2017-01-30,81,False
2017-01-31,33,False
2017-02-01,58,False
2017-02-02,60,False
2017-02-03,45,False
2017-02-04,54,False
2017-02-05,29,False
2017-02-06,96,False
2017-02-07,48,False
2017-02-08,32,False
2017-02-09,54,False
2017-02-10,47,False
2017-02-11,51,False
2017-02-12,78,False
2017-02-13,65,False
2017-02-14,41,False
2017-02-15,78,False
2017-02-16,39,False
2017-02-17,45,False
2017-02-18,43,False
2017-02-19,43,False
2017-02-20,64,False
2017-02-21,29,False
2017-02-22,49,False
2017-02-23,41,False
2017-02-24,52,False
2017-02-25,51,False
2017-02-26,46,False
2017-02-27,79,False
2017-02-28,77,False
2017-03-01,55,False
2017-03-02,61,False
2017-03-03,48,False
2017-03-04,45,False
2017-03-05,54,False
2017-03-06,58,False
2017-03-07,49,False
2017-03-08,54,False
2017-03-09,72,False
2017-03-10,100,False
2017-03-11,23,False
2017-03-12,60,False
2017-03-13,79,False
2017-03-14,46,False
2017-03-15,35,False
2017-03-16,72,False
2017-03-17,31,False
2017-03-18,73,False
2017-03-19,78,False
2017-03-20,38,False
2017-03-21,37,False
2017-03-22,43,False
2017-03-23,52,False
2017-03-24,42,False
2017-03-25,74,False
2017-03-26,45,False
2017-03-27,47,False
2017-03-28,50,False
2017-03-29,53,False
2017-03-30,46,False
2017-03-31,30,False
2017-04-01,71,False
