date,Envoi colis,isPartial
2022-09-25,64,False
2022-09-26,43,False
2022-09-27,64,False
2022-09-28,54,False
2022-09-29,51,False
2022-09-30,57,False
2022-10-01,47,False
2022-10-02,53,False
2022-10-03,68,False
2022-10-04,71,False
2022-10-05,57,False
2022-10-06,43,False
2022-10-07,36,False
2022-10-08,51,False
2022-10-09,55,False
2022-10-10,58,False
2022-10-11,58,False
2022-10-12,70,False
2022-10-13,51,False
2022-10-14,30,False
2022-10-15,46,False
2022-10-16,46,False
2022-10-17,66,False
2022-10-18,46,False
2022-10-19,53,False
2022-10-20,52,False
2022-10-21,54,False
2022-10-22,41,False
2022-10-23,43,False
2022-10-24,56,False
2022-10-25,95,False
2022-10-26,58,False
2022-10-27,55,False
2022-10-28,41,False
2022-10-29,61,False
2022-10-30,41,False
2022-10-31,55,False
2022-11-01,40,False
2022-11-02,52,False
2022-11-03,51,False
2022-11-04,61,False
2022-11-05,39,False
2022-11-06,48,False
2022-11-07,69,False
2022-11-08,56,False
2022-11-09,48,False
2022-11-10,57,False
2022-11-11,51,False
2022-11-12,45,False
2022-11-13,48,False
2022-11-14,65,False
2022-11-15,74,False
2022-11-16,63,False
2022-11-17,73,False
2022-11-18,59,False
2022-11-19,46,False
2022-11-20,47,False
2022-11-21,61,False
2022-11-22,49,False
2022-11-23,49,False
2022-11-24,60,False
2022-11-25,57,False
2022-11-26,52,False
2022-11-27,45,False
2022-11-28,61,False
2022-11-29,68,False
2022-11-30,67,False
2022-12-01,52,False
2022-12-02,58,False
2022-12-03,42,False
2022-12-04,65,False
2022-12-05,87,False
2022-12-06,66,False
2022-12-07,68,False
2022-12-08,78,False
2022-12-09,47,False
2022-12-10,40,False
2022-12-11,86,False
2022-12-12,90,False
2022-12-13,74,False
2022-12-14,62,False
2022-12-15,87,False
2022-12-16,74,False
2022-12-17,77,False
2022-12-18,61,False
2022-12-19,100,False
2022-12-20,80,False
2022-12-21,78,False
2022-12-22,67,False
2022-12-23,43,False
2022-12-24,48,False
