date,Expédition colis,isPartial
2017-12-31,0,False
2018-01-01,0,False
2018-01-02,0,False
2018-01-03,0,False
2018-01-04,0,False
2018-01-05,51,False
2018-01-06,0,False
2018-01-07,51,False
2018-01-08,95,False
2018-01-09,0,False
2018-01-10,0,False
2018-01-11,0,False
2018-01-12,0,False
2018-01-13,0,False
2018-01-14,0,False
2018-01-15,39,False
2018-01-16,0,False
2018-01-17,0,False
2018-01-18,0,False
2018-01-19,0,False
2018-01-20,100,False
2018-01-21,0,False
2018-01-22,0,False
2018-01-23,0,False
2018-01-24,0,False
2018-01-25,0,False
2018-01-26,0,False
2018-01-27,0,False
2018-01-28,46,False
2018-01-29,0,False
2018-01-30,0,False
2018-01-31,0,False
2018-02-01,0,False
2018-02-02,0,False
2018-02-03,56,False
2018-02-04,77,False
2018-02-05,42,False
2018-02-06,0,False
2018-02-07,0,False
2018-02-08,0,False
2018-02-09,0,False
2018-02-10,0,False
2018-02-11,0,False
2018-02-12,0,False
2018-02-13,0,False
2018-02-14,89,False
2018-02-15,0,False
2018-02-16,79,False
2018-02-17,0,False
2018-02-18,0,False
2018-02-19,0,False
2018-02-20,0,False
2018-02-21,0,False
2018-02-22,0,False
2018-02-23,0,False
2018-02-24,0,False
2018-02-25,0,False
2018-02-26,0,False
2018-02-27,0,False
2018-02-28,0,False
2018-03-01,0,False
2018-03-02,0,False
2018-03-03,0,False
2018-03-04,47,False
2018-03-05,0,False
2018-03-06,0,False
2018-03-07,0,False
2018-03-08,0,False
2018-03-09,0,False
2018-03-10,0,False
2018-03-11,0,False
2018-03-12,86,False
2018-03-13,0,False
2018-03-14,0,False
2018-03-15,47,False
2018-03-16,0,False
2018-03-17,0,False
2018-03-18,60,False
2018-03-19,0,False
2018-03-20,36,False
2018-03-21,0,False
2018-03-22,0,False
2018-03-23,0,False
2018-03-24,0,False
2018-03-25,0,False
2018-03-26,0,False
2018-03-27,0,False
2018-03-28,79,False
2018-03-29,0,False
2018-03-30,0,False
2018-03-31,0,False
