date,colis,isPartial
2018-12-30,46,False
2018-12-31,58,False
2019-01-01,38,False
2019-01-02,81,False
2019-01-03,86,False
2019-01-04,94,False
2019-01-05,70,False
2019-01-06,48,False
2019-01-07,81,False
2019-01-08,85,False
2019-01-09,81,False
2019-01-10,100,False
2019-01-11,92,False
2019-01-12,66,False
2019-01-13,42,False
2019-01-14,77,False
2019-01-15,93,False
2019-01-16,87,False
2019-01-17,91,False
2019-01-18,90,False
2019-01-19,63,False
2019-01-20,36,False
2019-01-21,71,False
2019-01-22,63,False
2019-01-23,70,False
2019-01-24,75,False
2019-01-25,70,False
2019-01-26,65,False
2019-01-27,35,False
2019-01-28,73,False
2019-01-29,64,False
2019-01-30,59,False
2019-01-31,71,False
2019-02-01,63,False
2019-02-02,54,False
2019-02-03,32,False
2019-02-04,65,False
2019-02-05,75,False
2019-02-06,70,False
2019-02-07,76,False
2019-02-08,66,False
2019-02-09,54,False
2019-02-10,32,False
2019-02-11,63,False
2019-02-12,73,False
2019-02-13,74,False
2019-02-14,68,False
2019-02-15,62,False
2019-02-16,50,False
2019-02-17,33,False
2019-02-18,63,False
2019-02-19,60,False
2019-02-20,66,False
2019-02-21,68,False
2019-02-22,60,False
2019-02-23,49,False
2019-02-24,31,False
2019-02-25,58,False
2019-02-26,64,False
2019-02-27,63,False
2019-02-28,61,False
2019-03-01,60,False
2019-03-02,43,False
2019-03-03,29,False
2019-03-04,56,False
2019-03-05,61,False
2019-03-06,59,False
2019-03-07,60,False
2019-03-08,59,False
2019-03-09,50,False
2019-03-10,35,False
2019-03-11,63,False
2019-03-12,63,False
2019-03-13,65,False
2019-03-14,66,False
2019-03-15,62,False
2019-03-16,50,False
2019-03-17,35,False
2019-03-18,60,False
2019-03-19,63,False
2019-03-20,63,False
2019-03-21,65,False
2019-03-22,58,False
2019-03-23,48,False
2019-03-24,32,False
2019-03-25,61,False
2019-03-26,60,False
2019-03-27,69,False
2019-03-28,59,False
2019-03-29,56,False
2019-03-30,43,False
