date,Livraison,isPartial
2022-06-26,73,False
2022-06-27,85,False
2022-06-28,84,False
2022-06-29,87,False
2022-06-30,87,False
2022-07-01,92,False
2022-07-02,94,False
2022-07-03,83,False
2022-07-04,92,False
2022-07-05,94,False
2022-07-06,95,False
2022-07-07,94,False
2022-07-08,86,False
2022-07-09,81,False
2022-07-10,82,False
2022-07-11,93,False
2022-07-12,91,False
2022-07-13,92,False
2022-07-14,83,False
2022-07-15,89,False
2022-07-16,96,False
2022-07-17,77,False
2022-07-18,91,False
2022-07-19,92,False
2022-07-20,89,False
2022-07-21,96,False
2022-07-22,90,False
2022-07-23,80,False
2022-07-24,83,False
2022-07-25,94,False
2022-07-26,87,False
2022-07-27,94,False
2022-07-28,87,False
2022-07-29,91,False
2022-07-30,81,False
2022-07-31,85,False
2022-08-01,91,False
2022-08-02,94,False
2022-08-03,95,False
2022-08-04,95,False
2022-08-05,100,False
2022-08-06,81,False
2022-08-07,80,False
2022-08-08,94,False
2022-08-09,93,False
2022-08-10,91,False
2022-08-11,95,False
2022-08-12,89,False
2022-08-13,73,False
2022-08-14,82,False
2022-08-15,83,False
2022-08-16,86,False
2022-08-17,93,False
2022-08-18,87,False
2022-08-19,94,False
2022-08-20,89,False
2022-08-21,77,False
2022-08-22,85,False
2022-08-23,88,False
2022-08-24,89,False
2022-08-25,87,False
2022-08-26,88,False
2022-08-27,81,False
2022-08-28,91,False
2022-08-29,87,False
2022-08-30,82,False
2022-08-31,89,False
2022-09-01,84,False
2022-09-02,87,False
2022-09-03,87,False
2022-09-04,76,False
2022-09-05,92,False
2022-09-06,84,False
2022-09-07,88,False
2022-09-08,78,False
2022-09-09,81,False
2022-09-10,83,False
2022-09-11,71,False
2022-09-12,77,False
2022-09-13,84,False
2022-09-14,88,False
2022-09-15,81,False
2022-09-16,82,False
2022-09-17,76,False
2022-09-18,76,False
2022-09-19,84,False
2022-09-20,75,False
2022-09-21,82,False
2022-09-22,84,False
2022-09-23,75,False
2022-09-24,85,False
