date,Suivi colis,isPartial
2021-09-26,19,False
2021-09-27,43,False
2021-09-28,52,False
2021-09-29,45,False
2021-09-30,55,False
2021-10-01,47,False
2021-10-02,38,False
2021-10-03,14,False
2021-10-04,45,False
2021-10-05,52,False
2021-10-06,47,False
2021-10-07,51,False
2021-10-08,48,False
2021-10-09,37,False
2021-10-10,22,False
2021-10-11,48,False
2021-10-12,59,False
2021-10-13,60,False
2021-10-14,54,False
2021-10-15,57,False
2021-10-16,39,False
2021-10-17,21,False
2021-10-18,49,False
2021-10-19,54,False
2021-10-20,54,False
2021-10-21,48,False
2021-10-22,49,False
2021-10-23,35,False
2021-10-24,13,False
2021-10-25,46,False
2021-10-26,46,False
2021-10-27,44,False
2021-10-28,47,False
2021-10-29,47,False
2021-10-30,31,False
2021-10-31,16,False
2021-11-01,25,False
2021-11-02,45,False
2021-11-03,46,False
2021-11-04,57,False
2021-11-05,52,False
2021-11-06,34,False
2021-11-07,21,False
2021-11-08,48,False
2021-11-09,63,False
2021-11-10,59,False
2021-11-11,33,False
2021-11-12,63,False
2021-11-13,43,False
2021-11-14,28,False
2021-11-15,60,False
2021-11-16,59,False
2021-11-17,63,False
2021-11-18,63,False
2021-11-19,58,False
2021-11-20,41,False
2021-11-21,20,False
2021-11-22,59,False
2021-11-23,60,False
2021-11-24,61,False
2021-11-25,54,False
2021-11-26,47,False
2021-11-27,42,False
2021-11-28,23,False
2021-11-29,51,False
2021-11-30,73,False
2021-12-01,65,False
2021-12-02,71,False
2021-12-03,73,False
2021-12-04,52,False
2021-12-05,29,False
2021-12-06,72,False
2021-12-07,79,False
2021-12-08,80,False
2021-12-09,78,False
2021-12-10,77,False
2021-12-11,63,False
2021-12-12,34,False
2021-12-13,71,False
2021-12-14,83,False
2021-12-15,85,False
2021-12-16,81,False
2021-12-17,85,False
2021-12-18,73,False
2021-12-19,40,False
2021-12-20,93,False
2021-12-21,95,False
2021-12-22,100,False
2021-12-23,97,False
2021-12-24,68,False
2021-12-25,29,False
