date,Envoi colis,isPartial
2022-06-26,46,False
2022-06-27,48,False
2022-06-28,44,False
2022-06-29,51,False
2022-06-30,74,False
2022-07-01,48,False
2022-07-02,49,False
2022-07-03,48,False
2022-07-04,61,False
2022-07-05,69,False
2022-07-06,60,False
2022-07-07,57,False
2022-07-08,56,False
2022-07-09,33,False
2022-07-10,38,False
2022-07-11,53,False
2022-07-12,66,False
2022-07-13,43,False
2022-07-14,50,False
2022-07-15,60,False
2022-07-16,41,False
2022-07-17,27,False
2022-07-18,62,False
2022-07-19,49,False
2022-07-20,64,False
2022-07-21,55,False
2022-07-22,57,False
2022-07-23,34,False
2022-07-24,48,False
2022-07-25,64,False
2022-07-26,70,False
2022-07-27,56,False
2022-07-28,57,False
2022-07-29,52,False
2022-07-30,31,False
2022-07-31,42,False
2022-08-01,49,False
2022-08-02,65,False
2022-08-03,47,False
2022-08-04,68,False
2022-08-05,57,False
2022-08-06,45,False
2022-08-07,30,False
2022-08-08,100,False
2022-08-09,62,False
2022-08-10,65,False
2022-08-11,58,False
2022-08-12,59,False
2022-08-13,48,False
2022-08-14,35,False
2022-08-15,53,False
2022-08-16,82,False
2022-08-17,52,False
2022-08-18,67,False
2022-08-19,73,False
2022-08-20,46,False
2022-08-21,52,False
2022-08-22,70,False
2022-08-23,69,False
2022-08-24,42,False
2022-08-25,67,False
2022-08-26,52,False
2022-08-27,72,False
2022-08-28,52,False
2022-08-29,68,False
2022-08-30,50,False
2022-08-31,66,False
2022-09-01,72,False
2022-09-02,53,False
2022-09-03,41,False
2022-09-04,50,False
2022-09-05,57,False
2022-09-06,56,False
2022-09-07,56,False
2022-09-08,33,False
2022-09-09,55,False
2022-09-10,40,False
2022-09-11,59,False
2022-09-12,73,False
2022-09-13,52,False
2022-09-14,57,False
2022-09-15,58,False
2022-09-16,46,False
2022-09-17,53,False
2022-09-18,29,False
2022-09-19,65,False
2022-09-20,54,False
2022-09-21,66,False
2022-09-22,57,False
2022-09-23,27,False
2022-09-24,52,False
