date,Délai livraison,isPartial
2020-09-27,13,False
2020-09-28,30,False
2020-09-29,39,False
2020-09-30,48,False
2020-10-01,31,False
2020-10-02,46,False
2020-10-03,26,False
2020-10-04,44,False
2020-10-05,39,False
2020-10-06,44,False
2020-10-07,29,False
2020-10-08,41,False
2020-10-09,0,False
2020-10-10,22,False
2020-10-11,35,False
2020-10-12,37,False
2020-10-13,32,False
2020-10-14,36,False
2020-10-15,40,False
2020-10-16,21,False
2020-10-17,0,False
2020-10-18,36,False
2020-10-19,28,False
2020-10-20,26,False
2020-10-21,34,False
2020-10-22,16,False
2020-10-23,20,False
2020-10-24,22,False
2020-10-25,16,False
2020-10-26,20,False
2020-10-27,53,False
2020-10-28,27,False
2020-10-29,21,False
2020-10-30,0,False
2020-10-31,46,False
2020-11-01,18,False
2020-11-02,27,False
2020-11-03,23,False
2020-11-04,43,False
2020-11-05,21,False
2020-11-06,46,False
2020-11-07,40,False
2020-11-08,27,False
2020-11-09,63,False
2020-11-10,48,False
2020-11-11,18,False
2020-11-12,27,False
2020-11-13,51,False
2020-11-14,31,False
2020-11-15,13,False
2020-11-16,37,False
2020-11-17,38,False
2020-11-18,62,False
2020-11-19,46,False
2020-11-20,26,False
2020-11-21,34,False
2020-11-22,29,False
2020-11-23,21,False
2020-11-24,18,False
2020-11-25,47,False
2020-11-26,34,False
2020-11-27,41,False
2020-11-28,24,False
2020-11-29,100,False
2020-11-30,47,False
2020-12-01,43,False
2020-12-02,47,False
2020-12-03,62,False
2020-12-04,34,False
2020-12-05,18,False
2020-12-06,59,False
2020-12-07,45,False
2020-12-08,56,False
2020-12-09,40,False
2020-12-10,57,False
2020-12-11,56,False
2020-12-12,20,False
2020-12-13,51,False
2020-12-14,55,False
2020-12-15,81,False
2020-12-16,50,False
2020-12-17,68,False
2020-12-18,70,False
2020-12-19,38,False
2020-12-20,20,False
2020-12-21,55,False
2020-12-22,38,False
2020-12-23,44,False
2020-12-24,28,False
2020-12-25,0,False
2020-12-26,23,False
