date,Délai livraison,isPartial
2021-03-28,0,False
2021-03-29,36,False
2021-03-30,100,False
2021-03-31,52,False
2021-04-01,0,False
2021-04-02,48,False
2021-04-03,39,False
2021-04-04,19,False
2021-04-05,23,False
2021-04-06,82,False
2021-04-07,39,False
2021-04-08,56,False
2021-04-09,21,False
2021-04-10,49,False
2021-04-11,87,False
2021-04-12,65,False
2021-04-13,31,False
2021-04-14,89,False
2021-04-15,98,False
2021-04-16,83,False
2021-04-17,23,False
2021-04-18,24,False
2021-04-19,70,False
2021-04-20,40,False
2021-04-21,63,False
2021-04-22,37,False
2021-04-23,57,False
2021-04-24,57,False
2021-04-25,34,False
2021-04-26,61,False
2021-04-27,79,False
2021-04-28,43,False
2021-04-29,41,False
2021-04-30,0,False
2021-05-01,45,False
2021-05-02,30,False
2021-05-03,59,False
2021-05-04,73,False
2021-05-05,51,False
2021-05-06,63,False
2021-05-07,97,False
2021-05-08,67,False
2021-05-09,31,False
2021-05-10,45,False
2021-05-11,55,False
2021-05-12,17,False
2021-05-13,47,False
2021-05-14,53,False
2021-05-15,54,False
2021-05-16,0,False
2021-05-17,78,False
2021-05-18,71,False
2021-05-19,70,False
2021-05-20,25,False
2021-05-21,53,False
2021-05-22,53,False
2021-05-23,17,False
2021-05-24,48,False
2021-05-25,32,False
2021-05-26,43,False
2021-05-27,21,False
2021-05-28,51,False
2021-05-29,0,False
2021-05-30,0,False
2021-05-31,43,False
2021-06-01,61,False
2021-06-02,69,False
2021-06-03,43,False
2021-06-04,70,False
2021-06-05,37,False
2021-06-06,20,False
2021-06-07,55,False
2021-06-08,38,False
2021-06-09,37,False
2021-06-10,46,False
2021-06-11,57,False
2021-06-12,32,False
2021-06-13,23,False
2021-06-14,55,False
2021-06-15,56,False
2021-06-16,20,False
2021-06-17,15,False
2021-06-18,22,False
2021-06-19,34,False
2021-06-20,32,False
2021-06-21,49,False
2021-06-22,62,False
2021-06-23,32,False
2021-06-24,40,False
2021-06-25,37,False
2021-06-26,61,False
