date,Livraison,isPartial
2017-07-02,78,False
2017-07-03,71,False
2017-07-04,68,False
2017-07-05,69,False
2017-07-06,72,False
2017-07-07,72,False
2017-07-08,85,False
2017-07-09,100,False
2017-07-10,81,False
2017-07-11,70,False
2017-07-12,78,False
2017-07-13,75,False
2017-07-14,76,False
2017-07-15,74,False
2017-07-16,78,False
2017-07-17,70,False
2017-07-18,71,False
2017-07-19,71,False
2017-07-20,68,False
2017-07-21,72,False
2017-07-22,71,False
2017-07-23,84,False
2017-07-24,71,False
2017-07-25,67,False
2017-07-26,76,False
2017-07-27,69,False
2017-07-28,69,False
2017-07-29,74,False
2017-07-30,81,False
2017-07-31,71,False
2017-08-01,73,False
2017-08-02,77,False
2017-08-03,77,False
2017-08-04,76,False
2017-08-05,71,False
2017-08-06,79,False
2017-08-07,80,False
2017-08-08,85,False
2017-08-09,78,False
2017-08-10,82,False
2017-08-11,68,False
2017-08-12,70,False
2017-08-13,76,False
2017-08-14,71,False
2017-08-15,77,False
2017-08-16,64,False
2017-08-17,72,False
2017-08-18,75,False
2017-08-19,69,False
2017-08-20,73,False
2017-08-21,68,False
2017-08-22,62,False
2017-08-23,67,False
2017-08-24,65,False
2017-08-25,71,False
2017-08-26,65,False
2017-08-27,73,False
2017-08-28,62,False
2017-08-29,69,False
2017-08-30,74,False
2017-08-31,65,False
2017-09-01,78,False
2017-09-02,72,False
2017-09-03,75,False
2017-09-04,61,False
2017-09-05,64,False
2017-09-06,69,False
2017-09-07,65,False
2017-09-08,76,False
2017-09-09,74,False
2017-09-10,82,False
2017-09-11,65,False
2017-09-12,65,False
2017-09-13,69,False
2017-09-14,63,False
2017-09-15,66,False
2017-09-16,76,False
2017-09-17,74,False
2017-09-18,63,False
2017-09-19,66,False
2017-09-20,61,False
2017-09-21,64,False
2017-09-22,66,False
2017-09-23,66,False
2017-09-24,68,False
2017-09-25,71,False
2017-09-26,65,False
2017-09-27,59,False
2017-09-28,59,False
2017-09-29,70,False
2017-09-30,74,False
