date,colis,isPartial
2022-12-25,49,False
2022-12-26,95,False
2022-12-27,94,False
2022-12-28,98,False
2022-12-29,91,False
2022-12-30,83,False
2022-12-31,68,False
2023-01-01,37,False
2023-01-02,88,False
2023-01-03,91,False
2023-01-04,83,False
2023-01-05,83,False
2023-01-06,84,False
2023-01-07,76,False
2023-01-08,55,False
2023-01-09,86,False
2023-01-10,83,False
2023-01-11,92,False
2023-01-12,83,False
2023-01-13,83,False
2023-01-14,79,False
2023-01-15,47,False
2023-01-16,89,False
2023-01-17,98,False
2023-01-18,98,False
2023-01-19,89,False
2023-01-20,83,False
2023-01-21,70,False
2023-01-22,43,False
2023-01-23,84,False
2023-01-24,90,False
2023-01-25,87,False
2023-01-26,81,False
2023-01-27,80,False
2023-01-28,71,False
2023-01-29,43,False
2023-01-30,81,False
2023-01-31,78,False
2023-02-01,84,False
2023-02-02,80,False
2023-02-03,77,False
2023-02-04,67,False
2023-02-05,39,False
2023-02-06,82,False
2023-02-07,87,False
2023-02-08,84,False
2023-02-09,100,False
2023-02-10,88,False
2023-02-11,76,False
2023-02-12,47,False
2023-02-13,83,False
2023-02-14,84,False
2023-02-15,92,False
2023-02-16,87,False
2023-02-17,82,False
2023-02-18,66,False
2023-02-19,43,False
2023-02-20,77,False
2023-02-21,81,False
2023-02-22,79,False
2023-02-23,81,False
2023-02-24,77,False
2023-02-25,64,False
2023-02-26,39,False
2023-02-27,75,False
2023-02-28,79,False
2023-03-01,86,False
2023-03-02,84,False
2023-03-03,74,False
2023-03-04,69,False
2023-03-05,41,False
2023-03-06,75,False
2023-03-07,80,False
2023-03-08,85,False
2023-03-09,82,False
2023-03-10,85,False
2023-03-11,69,False
2023-03-12,46,False
2023-03-13,87,False
2023-03-14,82,False
2023-03-15,85,False
2023-03-16,84,False
2023-03-17,75,False
2023-03-18,67,False
2023-03-19,41,False
2023-03-20,73,False
2023-03-21,80,False
2023-03-22,80,False
2023-03-23,72,False
2023-03-24,72,False
2023-03-25,64,False
