date,Livraison domicile,isPartial
2020-03-29,100,False
2020-03-30,97,False
2020-03-31,86,False
2020-04-01,84,False
2020-04-02,79,False
2020-04-03,76,False
2020-04-04,83,False
2020-04-05,77,False
2020-04-06,66,False
2020-04-07,63,False
2020-04-08,64,False
2020-04-09,55,False
2020-04-10,50,False
2020-04-11,54,False
2020-04-12,43,False
2020-04-13,48,False
2020-04-14,51,False
2020-04-15,46,False
2020-04-16,38,False
2020-04-17,41,False
2020-04-18,40,False
2020-04-19,35,False
2020-04-20,30,False
2020-04-21,33,False
2020-04-22,32,False
2020-04-23,30,False
2020-04-24,32,False
2020-04-25,31,False
2020-04-26,28,False
2020-04-27,24,False
2020-04-28,26,False
2020-04-29,26,False
2020-04-30,25,False
2020-05-01,28,False
2020-05-02,29,False
2020-05-03,23,False
2020-05-04,26,False
2020-05-05,24,False
2020-05-06,24,False
2020-05-07,23,False
2020-05-08,21,False
2020-05-09,23,False
2020-05-10,19,False
2020-05-11,18,False
2020-05-12,22,False
2020-05-13,25,False
2020-05-14,21,False
2020-05-15,22,False
2020-05-16,24,False
2020-05-17,25,False
2020-05-18,21,False
2020-05-19,23,False
2020-05-20,18,False
2020-05-21,22,False
2020-05-22,22,False
2020-05-23,23,False
2020-05-24,24,False
2020-05-25,21,False
2020-05-26,22,False
2020-05-27,22,False
2020-05-28,19,False
2020-05-29,20,False
2020-05-30,22,False
2020-05-31,21,False
2020-06-01,20,False
2020-06-02,18,False
2020-06-03,18,False
2020-06-04,21,False
2020-06-05,23,False
2020-06-06,26,False
2020-06-07,22,False
2020-06-08,18,False
2020-06-09,14,False
2020-06-10,17,False
2020-06-11,18,False
2020-06-12,17,False
2020-06-13,21,False
2020-06-14,23,False
2020-06-15,17,False
2020-06-16,20,False
2020-06-17,16,False
2020-06-18,18,False
2020-06-19,17,False
2020-06-20,22,False
2020-06-21,23,False
2020-06-22,16,False
2020-06-23,21,False
2020-06-24,19,False
2020-06-25,21,False
2020-06-26,18,False
2020-06-27,22,False
