date,Livraison,isPartial
2023-06-25,76,False
2023-06-26,84,False
2023-06-27,83,False
2023-06-28,88,False
2023-06-29,84,False
2023-06-30,80,False
2023-07-01,81,False
2023-07-02,82,False
2023-07-03,94,False
2023-07-04,91,False
2023-07-05,91,False
2023-07-06,91,False
2023-07-07,92,False
2023-07-08,87,False
2023-07-09,82,False
2023-07-10,98,False
2023-07-11,90,False
2023-07-12,87,False
2023-07-13,96,False
2023-07-14,82,False
2023-07-15,83,False
2023-07-16,79,False
2023-07-17,95,False
2023-07-18,91,False
2023-07-19,98,False
2023-07-20,85,False
2023-07-21,100,False
2023-07-22,84,False
2023-07-23,75,False
2023-07-24,73,False
2023-07-25,85,False
2023-07-26,92,False
2023-07-27,93,False
2023-07-28,81,False
2023-07-29,80,False
2023-07-30,79,False
2023-07-31,93,False
2023-08-01,88,False
