date,Livraison express,isPartial
2020-06-28,12,False
2020-06-29,64,False
2020-06-30,69,False
2020-07-01,47,False
2020-07-02,21,False
2020-07-03,22,False
2020-07-04,24,False
2020-07-05,23,False
2020-07-06,46,False
2020-07-07,41,False
2020-07-08,52,False
2020-07-09,65,False
2020-07-10,59,False
2020-07-11,44,False
2020-07-12,55,False
2020-07-13,39,False
2020-07-14,32,False
2020-07-15,54,False
2020-07-16,56,False
2020-07-17,38,False
2020-07-18,45,False
2020-07-19,45,False
2020-07-20,42,False
2020-07-21,15,False
2020-07-22,44,False
2020-07-23,85,False
2020-07-24,23,False
2020-07-25,58,False
2020-07-26,12,False
2020-07-27,40,False
2020-07-28,48,False
2020-07-29,46,False
2020-07-30,71,False
2020-07-31,54,False
2020-08-01,49,False
2020-08-02,53,False
2020-08-03,36,False
2020-08-04,54,False
2020-08-05,64,False
2020-08-06,66,False
2020-08-07,70,False
2020-08-08,89,False
2020-08-09,53,False
2020-08-10,69,False
2020-08-11,56,False
2020-08-12,46,False
2020-08-13,47,False
2020-08-14,39,False
2020-08-15,47,False
2020-08-16,28,False
2020-08-17,0,False
2020-08-18,60,False
2020-08-19,53,False
2020-08-20,54,False
2020-08-21,40,False
2020-08-22,20,False
2020-08-23,46,False
2020-08-24,49,False
2020-08-25,41,False
2020-08-26,40,False
2020-08-27,31,False
2020-08-28,36,False
2020-08-29,21,False
2020-08-30,24,False
2020-08-31,54,False
2020-09-01,17,False
2020-09-02,55,False
2020-09-03,100,False
2020-09-04,21,False
2020-09-05,16,False
2020-09-06,40,False
2020-09-07,32,False
2020-09-08,29,False
2020-09-09,61,False
2020-09-10,45,False
2020-09-11,66,False
2020-09-12,57,False
2020-09-13,42,False
2020-09-14,49,False
2020-09-15,11,False
2020-09-16,40,False
2020-09-17,27,False
2020-09-18,36,False
2020-09-19,21,False
2020-09-20,30,False
2020-09-21,45,False
2020-09-22,39,False
2020-09-23,37,False
2020-09-24,33,False
2020-09-25,69,False
2020-09-26,17,False
