date,Livraison domicile,isPartial
2019-06-30,48,False
2019-07-01,37,False
2019-07-02,32,False
2019-07-03,31,False
2019-07-04,38,False
2019-07-05,34,False
2019-07-06,56,False
2019-07-07,48,False
2019-07-08,38,False
2019-07-09,35,False
2019-07-10,33,False
2019-07-11,27,False
2019-07-12,34,False
2019-07-13,25,False
2019-07-14,38,False
2019-07-15,31,False
2019-07-16,31,False
2019-07-17,35,False
2019-07-18,26,False
2019-07-19,34,False
2019-07-20,31,False
2019-07-21,36,False
2019-07-22,36,False
2019-07-23,32,False
2019-07-24,24,False
2019-07-25,37,False
2019-07-26,40,False
2019-07-27,45,False
2019-07-28,38,False
2019-07-29,40,False
2019-07-30,33,False
2019-07-31,34,False
2019-08-01,47,False
2019-08-02,43,False
2019-08-03,44,False
2019-08-04,48,False
2019-08-05,40,False
2019-08-06,48,False
2019-08-07,33,False
2019-08-08,40,False
2019-08-09,37,False
2019-08-10,47,False
2019-08-11,52,False
2019-08-12,41,False
2019-08-13,30,False
2019-08-14,46,False
2019-08-15,44,False
2019-08-16,32,False
2019-08-17,40,False
2019-08-18,56,False
2019-08-19,32,False
2019-08-20,32,False
2019-08-21,29,False
2019-08-22,23,False
2019-08-23,69,False
2019-08-24,90,False
2019-08-25,87,False
2019-08-26,86,False
2019-08-27,84,False
2019-08-28,87,False
2019-08-29,65,False
2019-08-30,100,False
2019-08-31,80,False
2019-09-01,86,False
2019-09-02,66,False
2019-09-03,74,False
2019-09-04,85,False
2019-09-05,38,False
2019-09-06,43,False
2019-09-07,44,False
2019-09-08,36,False
2019-09-09,34,False
2019-09-10,28,False
2019-09-11,37,False
2019-09-12,26,False
2019-09-13,32,False
2019-09-14,38,False
2019-09-15,43,False
2019-09-16,34,False
2019-09-17,33,False
2019-09-18,30,False
2019-09-19,33,False
2019-09-20,68,False
2019-09-21,41,False
2019-09-22,43,False
2019-09-23,38,False
2019-09-24,41,False
2019-09-25,26,False
2019-09-26,34,False
2019-09-27,30,False
2019-09-28,45,False
