date,Délai livraison,isPartial
2017-12-31,27,False
2018-01-01,39,False
2018-01-02,0,False
2018-01-03,47,False
2018-01-04,24,False
2018-01-05,73,False
2018-01-06,49,False
2018-01-07,20,False
2018-01-08,0,False
2018-01-09,55,False
2018-01-10,65,False
2018-01-11,100,False
2018-01-12,36,False
2018-01-13,66,False
2018-01-14,54,False
2018-01-15,45,False
2018-01-16,0,False
2018-01-17,54,False
2018-01-18,96,False
2018-01-19,76,False
2018-01-20,0,False
2018-01-21,0,False
2018-01-22,75,False
2018-01-23,69,False
2018-01-24,78,False
2018-01-25,32,False
2018-01-26,87,False
2018-01-27,0,False
2018-01-28,56,False
2018-01-29,58,False
2018-01-30,64,False
2018-01-31,53,False
2018-02-01,37,False
2018-02-02,77,False
2018-02-03,0,False
2018-02-04,0,False
2018-02-05,75,False
2018-02-06,60,False
2018-02-07,67,False
2018-02-08,52,False
2018-02-09,42,False
2018-02-10,0,False
2018-02-11,44,False
2018-02-12,55,False
2018-02-13,38,False
2018-02-14,28,False
2018-02-15,0,False
2018-02-16,51,False
2018-02-17,21,False
2018-02-18,0,False
2018-02-19,48,False
2018-02-20,33,False
2018-02-21,70,False
2018-02-22,54,False
2018-02-23,0,False
2018-02-24,35,False
2018-02-25,40,False
2018-02-26,24,False
2018-02-27,56,False
2018-02-28,26,False
2018-03-01,39,False
2018-03-02,0,False
2018-03-03,52,False
2018-03-04,54,False
2018-03-05,42,False
2018-03-06,59,False
2018-03-07,47,False
2018-03-08,86,False
2018-03-09,42,False
2018-03-10,0,False
2018-03-11,0,False
2018-03-12,76,False
2018-03-13,20,False
2018-03-14,48,False
2018-03-15,27,False
2018-03-16,19,False
2018-03-17,22,False
2018-03-18,0,False
2018-03-19,19,False
2018-03-20,83,False
2018-03-21,50,False
2018-03-22,28,False
2018-03-23,51,False
2018-03-24,23,False
2018-03-25,30,False
2018-03-26,41,False
2018-03-27,78,False
2018-03-28,91,False
2018-03-29,29,False
2018-03-30,97,False
2018-03-31,0,False
