date,Livraison express,isPartial
2017-07-02,53,False
2017-07-03,56,False
2017-07-04,44,False
2017-07-05,29,False
2017-07-06,64,False
2017-07-07,69,False
2017-07-08,32,False
2017-07-09,58,False
2017-07-10,55,False
2017-07-11,72,False
2017-07-12,51,False
2017-07-13,67,False
2017-07-14,66,False
2017-07-15,47,False
2017-07-16,47,False
2017-07-17,29,False
2017-07-18,83,False
2017-07-19,65,False
2017-07-20,54,False
2017-07-21,59,False
2017-07-22,28,False
2017-07-23,37,False
2017-07-24,47,False
2017-07-25,35,False
2017-07-26,69,False
2017-07-27,56,False
2017-07-28,38,False
2017-07-29,27,False
2017-07-30,37,False
2017-07-31,35,False
2017-08-01,100,False
2017-08-02,47,False
2017-08-03,49,False
2017-08-04,46,False
2017-08-05,47,False
2017-08-06,52,False
2017-08-07,21,False
2017-08-08,44,False
2017-08-09,46,False
2017-08-10,47,False
2017-08-11,47,False
2017-08-12,79,False
2017-08-13,60,False
2017-08-14,59,False
2017-08-15,26,False
2017-08-16,64,False
2017-08-17,76,False
2017-08-18,45,False
2017-08-19,40,False
2017-08-20,60,False
2017-08-21,21,False
2017-08-22,20,False
2017-08-23,31,False
2017-08-24,60,False
2017-08-25,25,False
2017-08-26,83,False
2017-08-27,26,False
2017-08-28,0,False
2017-08-29,51,False
2017-08-30,41,False
2017-08-31,31,False
2017-09-01,75,False
2017-09-02,42,False
2017-09-03,25,False
2017-09-04,39,False
2017-09-05,55,False
2017-09-06,34,False
2017-09-07,43,False
2017-09-08,60,False
2017-09-09,34,False
2017-09-10,34,False
2017-09-11,35,False
2017-09-12,52,False
2017-09-13,60,False
2017-09-14,64,False
2017-09-15,37,False
2017-09-16,56,False
2017-09-17,0,False
2017-09-18,34,False
2017-09-19,0,False
2017-09-20,75,False
2017-09-21,50,False
2017-09-22,46,False
2017-09-23,41,False
2017-09-24,39,False
2017-09-25,36,False
2017-09-26,67,False
2017-09-27,26,False
2017-09-28,29,False
2017-09-29,47,False
2017-09-30,15,False
