date,Livraison express,isPartial
2017-10-01,25,False
2017-10-02,33,False
2017-10-03,63,False
2017-10-04,19,False
2017-10-05,28,False
2017-10-06,30,False
2017-10-07,20,False
2017-10-08,0,False
2017-10-09,28,False
2017-10-10,43,False
2017-10-11,23,False
2017-10-12,27,False
2017-10-13,18,False
2017-10-14,16,False
2017-10-15,29,False
2017-10-16,42,False
2017-10-17,22,False
2017-10-18,19,False
2017-10-19,36,False
2017-10-20,49,False
2017-10-21,16,False
2017-10-22,28,False
2017-10-23,31,False
2017-10-24,18,False
2017-10-25,26,False
2017-10-26,25,False
2017-10-27,22,False
2017-10-28,36,False
2017-10-29,35,False
2017-10-30,26,False
2017-10-31,31,False
2017-11-01,49,False
2017-11-02,29,False
2017-11-03,22,False
2017-11-04,43,False
2017-11-05,22,False
2017-11-06,37,False
2017-11-07,35,False
2017-11-08,25,False
2017-11-09,31,False
2017-11-10,22,False
2017-11-11,23,False
2017-11-12,25,False
2017-11-13,36,False
2017-11-14,26,False
2017-11-15,39,False
2017-11-16,33,False
2017-11-17,24,False
2017-11-18,12,False
2017-11-19,30,False
2017-11-20,16,False
2017-11-21,34,False
2017-11-22,22,False
2017-11-23,39,False
2017-11-24,38,False
2017-11-25,0,False
2017-11-26,19,False
2017-11-27,17,False
2017-11-28,32,False
2017-11-29,38,False
2017-11-30,87,False
2017-12-01,36,False
2017-12-02,19,False
2017-12-03,60,False
2017-12-04,23,False
2017-12-05,53,False
2017-12-06,39,False
2017-12-07,27,False
2017-12-08,27,False
2017-12-09,19,False
2017-12-10,41,False
2017-12-11,36,False
2017-12-12,49,False
2017-12-13,42,False
2017-12-14,51,False
2017-12-15,50,False
2017-12-16,51,False
2017-12-17,14,False
2017-12-18,43,False
2017-12-19,53,False
2017-12-20,61,False
2017-12-21,100,False
2017-12-22,46,False
2017-12-23,38,False
2017-12-24,62,False
2017-12-25,45,False
2017-12-26,46,False
2017-12-27,43,False
2017-12-28,22,False
2017-12-29,47,False
2017-12-30,29,False
