date,Livraison,isPartial
2018-09-30,84,False
2018-10-01,71,False
2018-10-02,75,False
2018-10-03,74,False
2018-10-04,72,False
2018-10-05,82,False
2018-10-06,86,False
2018-10-07,86,False
2018-10-08,75,False
2018-10-09,68,False
2018-10-10,76,False
2018-10-11,74,False
2018-10-12,79,False
2018-10-13,80,False
2018-10-14,85,False
2018-10-15,65,False
2018-10-16,65,False
2018-10-17,72,False
2018-10-18,62,False
2018-10-19,62,False
2018-10-20,75,False
2018-10-21,71,False
2018-10-22,66,False
2018-10-23,65,False
2018-10-24,62,False
2018-10-25,64,False
2018-10-26,79,False
2018-10-27,74,False
2018-10-28,81,False
2018-10-29,79,False
2018-10-30,65,False
2018-10-31,74,False
2018-11-01,81,False
2018-11-02,67,False
2018-11-03,78,False
2018-11-04,81,False
2018-11-05,72,False
2018-11-06,69,False
2018-11-07,71,False
2018-11-08,73,False
2018-11-09,72,False
2018-11-10,85,False
2018-11-11,77,False
2018-11-12,64,False
2018-11-13,73,False
2018-11-14,71,False
2018-11-15,69,False
2018-11-16,65,False
2018-11-17,73,False
2018-11-18,84,False
2018-11-19,64,False
2018-11-20,77,False
2018-11-21,74,False
2018-11-22,68,False
2018-11-23,90,False
2018-11-24,83,False
2018-11-25,83,False
2018-11-26,77,False
2018-11-27,75,False
2018-11-28,79,False
2018-11-29,79,False
2018-11-30,84,False
2018-12-01,86,False
2018-12-02,89,False
2018-12-03,85,False
2018-12-04,81,False
2018-12-05,84,False
2018-12-06,78,False
2018-12-07,89,False
2018-12-08,92,False
2018-12-09,92,False
2018-12-10,78,False
2018-12-11,82,False
2018-12-12,82,False
2018-12-13,82,False
2018-12-14,100,False
2018-12-15,96,False
2018-12-16,100,False
2018-12-17,86,False
2018-12-18,91,False
2018-12-19,91,False
2018-12-20,87,False
2018-12-21,94,False
2018-12-22,90,False
2018-12-23,73,False
2018-12-24,61,False
2018-12-25,63,False
2018-12-26,70,False
2018-12-27,79,False
2018-12-28,88,False
2018-12-29,72,False
