date,Délai livraison,isPartial
2022-12-25,40,False
2022-12-26,92,False
2022-12-27,31,False
2022-12-28,75,False
2022-12-29,54,False
2022-12-30,0,False
2022-12-31,47,False
2023-01-01,30,False
2023-01-02,19,False
2023-01-03,76,False
2023-01-04,67,False
2023-01-05,79,False
2023-01-06,92,False
2023-01-07,20,False
2023-01-08,55,False
2023-01-09,84,False
2023-01-10,54,False
2023-01-11,85,False
2023-01-12,41,False
2023-01-13,27,False
2023-01-14,95,False
2023-01-15,64,False
2023-01-16,67,False
2023-01-17,50,False
2023-01-18,50,False
2023-01-19,70,False
2023-01-20,47,False
2023-01-21,37,False
2023-01-22,29,False
2023-01-23,66,False
2023-01-24,42,False
2023-01-25,68,False
2023-01-26,48,False
2023-01-27,82,False
2023-01-28,47,False
2023-01-29,66,False
2023-01-30,92,False
2023-01-31,69,False
2023-02-01,44,False
2023-02-02,55,False
2023-02-03,21,False
2023-02-04,47,False
2023-02-05,27,False
2023-02-06,83,False
2023-02-07,100,False
2023-02-08,52,False
2023-02-09,88,False
2023-02-10,33,False
2023-02-11,61,False
2023-02-12,46,False
2023-02-13,49,False
2023-02-14,88,False
2023-02-15,79,False
2023-02-16,38,False
2023-02-17,34,False
2023-02-18,46,False
2023-02-19,51,False
2023-02-20,32,False
2023-02-21,61,False
2023-02-22,59,False
2023-02-23,22,False
2023-02-24,70,False
2023-02-25,16,False
2023-02-26,19,False
2023-02-27,83,False
2023-02-28,50,False
2023-03-01,58,False
2023-03-02,78,False
2023-03-03,14,False
2023-03-04,26,False
2023-03-05,26,False
2023-03-06,58,False
2023-03-07,38,False
2023-03-08,47,False
2023-03-09,45,False
2023-03-10,0,False
2023-03-11,45,False
2023-03-12,0,False
2023-03-13,59,False
2023-03-14,28,False
2023-03-15,42,False
2023-03-16,29,False
2023-03-17,65,False
2023-03-18,44,False
2023-03-19,0,False
2023-03-20,53,False
2023-03-21,81,False
2023-03-22,28,False
2023-03-23,78,False
2023-03-24,46,False
2023-03-25,33,False
