date,Tarif colis,isPartial
2022-03-27,42,False
2022-03-28,60,False
2022-03-29,44,False
2022-03-30,73,False
2022-03-31,58,False
2022-04-01,79,False
2022-04-02,52,False
2022-04-03,90,False
2022-04-04,52,False
2022-04-05,48,False
2022-04-06,59,False
2022-04-07,50,False
2022-04-08,52,False
2022-04-09,65,False
2022-04-10,39,False
2022-04-11,100,False
2022-04-12,67,False
2022-04-13,59,False
2022-04-14,47,False
2022-04-15,59,False
2022-04-16,50,False
2022-04-17,29,False
2022-04-18,52,False
2022-04-19,48,False
2022-04-20,80,False
2022-04-21,57,False
2022-04-22,57,False
2022-04-23,55,False
2022-04-24,19,False
2022-04-25,86,False
2022-04-26,56,False
2022-04-27,40,False
2022-04-28,42,False
2022-04-29,53,False
2022-04-30,47,False
2022-05-01,40,False
2022-05-02,53,False
2022-05-03,56,False
2022-05-04,45,False
2022-05-05,98,False
2022-05-06,16,False
2022-05-07,0,False
2022-05-08,33,False
2022-05-09,76,False
2022-05-10,74,False
2022-05-11,50,False
2022-05-12,60,False
2022-05-13,68,False
2022-05-14,43,False
2022-05-15,19,False
2022-05-16,66,False
2022-05-17,58,False
2022-05-18,64,False
2022-05-19,42,False
2022-05-20,40,False
2022-05-21,42,False
2022-05-22,75,False
2022-05-23,55,False
2022-05-24,38,False
2022-05-25,45,False
2022-05-26,41,False
2022-05-27,49,False
2022-05-28,25,False
2022-05-29,44,False
2022-05-30,51,False
2022-05-31,49,False
2022-06-01,59,False
2022-06-02,26,False
2022-06-03,31,False
2022-06-04,47,False
2022-06-05,24,False
2022-06-06,43,False
2022-06-07,29,False
2022-06-08,55,False
2022-06-09,48,False
2022-06-10,34,False
2022-06-11,39,False
2022-06-12,43,False
2022-06-13,68,False
2022-06-14,64,False
2022-06-15,22,False
2022-06-16,45,False
2022-06-17,13,False
2022-06-18,53,False
2022-06-19,30,False
2022-06-20,70,False
2022-06-21,61,False
2022-06-22,46,False
2022-06-23,55,False
2022-06-24,22,False
2022-06-25,57,False
