date,Livraison express,isPartial
2019-12-29,32,False
2019-12-30,25,False
2019-12-31,17,False
2020-01-01,29,False
2020-01-02,34,False
2020-01-03,35,False
2020-01-04,42,False
2020-01-05,26,False
2020-01-06,17,False
2020-01-07,23,False
2020-01-08,19,False
2020-01-09,32,False
2020-01-10,14,False
2020-01-11,23,False
2020-01-12,15,False
2020-01-13,24,False
2020-01-14,24,False
2020-01-15,17,False
2020-01-16,22,False
2020-01-17,27,False
2020-01-18,34,False
2020-01-19,18,False
2020-01-20,19,False
2020-01-21,16,False
2020-01-22,28,False
2020-01-23,15,False
2020-01-24,20,False
2020-01-25,19,False
2020-01-26,6,False
2020-01-27,0,False
2020-01-28,0,False
2020-01-29,8,False
2020-01-30,37,False
2020-01-31,16,False
2020-02-01,28,False
2020-02-02,0,False
2020-02-03,44,False
2020-02-04,17,False
2020-02-05,27,False
2020-02-06,30,False
2020-02-07,23,False
2020-02-08,31,False
2020-02-09,23,False
2020-02-10,26,False
2020-02-11,36,False
2020-02-12,18,False
2020-02-13,24,False
2020-02-14,38,False
2020-02-15,32,False
2020-02-16,23,False
2020-02-17,14,False
2020-02-18,12,False
2020-02-19,0,False
2020-02-20,20,False
2020-02-21,11,False
2020-02-22,0,False
2020-02-23,0,False
2020-02-24,20,False
2020-02-25,22,False
2020-02-26,21,False
2020-02-27,27,False
2020-02-28,22,False
2020-02-29,29,False
2020-03-01,21,False
2020-03-02,31,False
2020-03-03,39,False
2020-03-04,27,False
2020-03-05,39,False
2020-03-06,16,False
2020-03-07,59,False
2020-03-08,27,False
2020-03-09,42,False
2020-03-10,21,False
2020-03-11,33,False
2020-03-12,26,False
2020-03-13,27,False
2020-03-14,53,False
2020-03-15,36,False
2020-03-16,96,False
2020-03-17,74,False
2020-03-18,96,False
2020-03-19,76,False
2020-03-20,87,False
2020-03-21,77,False
2020-03-22,85,False
2020-03-23,94,False
2020-03-24,76,False
2020-03-25,75,False
2020-03-26,87,False
2020-03-27,100,False
2020-03-28,85,False
