date,Envoi colis,isPartial
2018-07-01,47,False
2018-07-02,83,False
2018-07-03,37,False
2018-07-04,53,False
2018-07-05,40,False
2018-07-06,27,False
2018-07-07,26,False
2018-07-08,72,False
2018-07-09,85,False
2018-07-10,46,False
2018-07-11,11,False
2018-07-12,75,False
2018-07-13,50,False
2018-07-14,33,False
2018-07-15,41,False
2018-07-16,72,False
2018-07-17,77,False
2018-07-18,59,False
2018-07-19,80,False
2018-07-20,44,False
2018-07-21,35,False
2018-07-22,39,False
2018-07-23,50,False
2018-07-24,28,False
2018-07-25,62,False
2018-07-26,73,False
2018-07-27,48,False
2018-07-28,64,False
2018-07-29,42,False
2018-07-30,66,False
2018-07-31,60,False
2018-08-01,86,False
2018-08-02,54,False
2018-08-03,56,False
2018-08-04,21,False
2018-08-05,44,False
2018-08-06,49,False
2018-08-07,63,False
2018-08-08,62,False
2018-08-09,36,False
2018-08-10,56,False
2018-08-11,44,False
2018-08-12,60,False
2018-08-13,41,False
2018-08-14,82,False
2018-08-15,32,False
2018-08-16,68,False
2018-08-17,36,False
2018-08-18,54,False
2018-08-19,62,False
2018-08-20,96,False
2018-08-21,93,False
2018-08-22,59,False
2018-08-23,99,False
2018-08-24,74,False
2018-08-25,63,False
2018-08-26,50,False
2018-08-27,63,False
2018-08-28,76,False
2018-08-29,74,False
2018-08-30,77,False
2018-08-31,53,False
2018-09-01,56,False
2018-09-02,100,False
2018-09-03,72,False
2018-09-04,45,False
2018-09-05,85,False
2018-09-06,62,False
2018-09-07,32,False
2018-09-08,59,False
2018-09-09,62,False
2018-09-10,77,False
2018-09-11,65,False
2018-09-12,64,False
2018-09-13,85,False
2018-09-14,64,False
2018-09-15,24,False
2018-09-16,71,False
2018-09-17,66,False
2018-09-18,86,False
2018-09-19,96,False
2018-09-20,52,False
2018-09-21,59,False
2018-09-22,51,False
2018-09-23,42,False
2018-09-24,70,False
2018-09-25,76,False
2018-09-26,80,False
2018-09-27,89,False
2018-09-28,35,False
2018-09-29,59,False
