date,Suivi colis,isPartial
2017-07-02,15,False
2017-07-03,52,False
2017-07-04,58,False
2017-07-05,62,False
2017-07-06,65,False
2017-07-07,62,False
2017-07-08,50,False
2017-07-09,20,False
2017-07-10,57,False
2017-07-11,64,False
2017-07-12,66,False
2017-07-13,58,False
2017-07-14,22,False
2017-07-15,42,False
2017-07-16,18,False
2017-07-17,58,False
2017-07-18,78,False
2017-07-19,100,False
2017-07-20,93,False
2017-07-21,74,False
2017-07-22,49,False
2017-07-23,23,False
2017-07-24,56,False
2017-07-25,60,False
2017-07-26,70,False
2017-07-27,70,False
2017-07-28,62,False
2017-07-29,46,False
2017-07-30,20,False
2017-07-31,53,False
2017-08-01,74,False
2017-08-02,65,False
2017-08-03,76,False
2017-08-04,62,False
2017-08-05,41,False
2017-08-06,15,False
2017-08-07,54,False
2017-08-08,72,False
2017-08-09,73,False
2017-08-10,73,False
2017-08-11,65,False
2017-08-12,45,False
2017-08-13,19,False
2017-08-14,47,False
2017-08-15,24,False
2017-08-16,58,False
2017-08-17,61,False
2017-08-18,49,False
2017-08-19,35,False
2017-08-20,17,False
2017-08-21,43,False
2017-08-22,52,False
2017-08-23,56,False
2017-08-24,49,False
2017-08-25,40,False
2017-08-26,28,False
2017-08-27,12,False
2017-08-28,30,False
2017-08-29,43,False
2017-08-30,43,False
2017-08-31,36,False
2017-09-01,46,False
2017-09-02,26,False
2017-09-03,14,False
2017-09-04,52,False
2017-09-05,63,False
2017-09-06,61,False
2017-09-07,72,False
2017-09-08,64,False
2017-09-09,40,False
2017-09-10,18,False
2017-09-11,56,False
2017-09-12,58,False
2017-09-13,69,False
2017-09-14,66,False
2017-09-15,64,False
2017-09-16,47,False
2017-09-17,20,False
2017-09-18,55,False
2017-09-19,68,False
2017-09-20,71,False
2017-09-21,69,False
2017-09-22,61,False
2017-09-23,38,False
2017-09-24,20,False
2017-09-25,62,False
2017-09-26,57,False
2017-09-27,58,False
2017-09-28,61,False
2017-09-29,66,False
2017-09-30,38,False
