date,Livraison domicile,isPartial
2021-09-26,76,False
2021-09-27,92,False
2021-09-28,60,False
2021-09-29,83,False
2021-09-30,57,False
2021-10-01,58,False
2021-10-02,92,False
2021-10-03,71,False
2021-10-04,69,False
2021-10-05,72,False
2021-10-06,64,False
2021-10-07,63,False
2021-10-08,78,False
2021-10-09,71,False
2021-10-10,70,False
2021-10-11,74,False
2021-10-12,70,False
2021-10-13,72,False
2021-10-14,75,False
2021-10-15,59,False
2021-10-16,73,False
2021-10-17,70,False
2021-10-18,55,False
2021-10-19,60,False
2021-10-20,53,False
2021-10-21,50,False
2021-10-22,53,False
2021-10-23,100,False
2021-10-24,45,False
2021-10-25,59,False
2021-10-26,71,False
2021-10-27,64,False
2021-10-28,55,False
2021-10-29,73,False
2021-10-30,71,False
2021-10-31,66,False
2021-11-01,55,False
2021-11-02,74,False
2021-11-03,61,False
2021-11-04,89,False
2021-11-05,70,False
2021-11-06,75,False
2021-11-07,70,False
2021-11-08,58,False
2021-11-09,66,False
2021-11-10,63,False
2021-11-11,49,False
2021-11-12,51,False
2021-11-13,87,False
2021-11-14,62,False
2021-11-15,64,False
2021-11-16,57,False
2021-11-17,62,False
2021-11-18,62,False
2021-11-19,56,False
2021-11-20,75,False
2021-11-21,81,False
2021-11-22,82,False
2021-11-23,58,False
2021-11-24,46,False
2021-11-25,67,False
2021-11-26,54,False
2021-11-27,72,False
2021-11-28,76,False
2021-11-29,76,False
2021-11-30,67,False
2021-12-01,66,False
2021-12-02,57,False
2021-12-03,92,False
2021-12-04,80,False
2021-12-05,76,False
2021-12-06,82,False
2021-12-07,62,False
2021-12-08,63,False
2021-12-09,62,False
2021-12-10,77,False
2021-12-11,64,False
2021-12-12,53,False
2021-12-13,64,False
2021-12-14,63,False
2021-12-15,89,False
2021-12-16,67,False
2021-12-17,82,False
2021-12-18,79,False
2021-12-19,86,False
2021-12-20,76,False
2021-12-21,96,False
2021-12-22,90,False
2021-12-23,76,False
2021-12-24,50,False
2021-12-25,57,False
