date,Tarif colis,isPartial
2018-04-01,0,False
2018-04-02,61,False
2018-04-03,94,False
2018-04-04,54,False
2018-04-05,55,False
2018-04-06,61,False
2018-04-07,65,False
2018-04-08,66,False
2018-04-09,63,False
2018-04-10,46,False
2018-04-11,36,False
2018-04-12,57,False
2018-04-13,49,False
2018-04-14,32,False
2018-04-15,58,False
2018-04-16,77,False
2018-04-17,39,False
2018-04-18,67,False
2018-04-19,52,False
2018-04-20,68,False
2018-04-21,39,False
2018-04-22,61,False
2018-04-23,63,False
2018-04-24,70,False
2018-04-25,71,False
2018-04-26,72,False
2018-04-27,71,False
2018-04-28,77,False
2018-04-29,39,False
2018-04-30,36,False
2018-05-01,66,False
2018-05-02,78,False
2018-05-03,89,False
2018-05-04,48,False
2018-05-05,73,False
2018-05-06,58,False
2018-05-07,59,False
2018-05-08,48,False
2018-05-09,44,False
2018-05-10,95,False
2018-05-11,60,False
2018-05-12,37,False
2018-05-13,63,False
2018-05-14,59,False
2018-05-15,73,False
2018-05-16,82,False
2018-05-17,62,False
2018-05-18,25,False
2018-05-19,61,False
2018-05-20,19,False
2018-05-21,69,False
2018-05-22,47,False
2018-05-23,58,False
2018-05-24,51,False
2018-05-25,74,False
2018-05-26,36,False
2018-05-27,76,False
2018-05-28,48,False
2018-05-29,42,False
2018-05-30,11,False
2018-05-31,58,False
2018-06-01,11,False
2018-06-02,40,False
2018-06-03,50,False
2018-06-04,51,False
2018-06-05,49,False
2018-06-06,100,False
2018-06-07,82,False
2018-06-08,39,False
2018-06-09,68,False
2018-06-10,35,False
2018-06-11,45,False
2018-06-12,56,False
2018-06-13,43,False
2018-06-14,61,False
2018-06-15,75,False
2018-06-16,46,False
2018-06-17,43,False
2018-06-18,78,False
2018-06-19,52,False
2018-06-20,45,False
2018-06-21,47,False
2018-06-22,59,False
2018-06-23,33,False
2018-06-24,36,False
2018-06-25,54,False
2018-06-26,37,False
2018-06-27,53,False
2018-06-28,64,False
2018-06-29,30,False
2018-06-30,28,False
