date,Livraison express,isPartial
2022-09-25,21,False
2022-09-26,51,False
2022-09-27,26,False
2022-09-28,23,False
2022-09-29,68,False
2022-09-30,41,False
2022-10-01,17,False
2022-10-02,30,False
2022-10-03,40,False
2022-10-04,51,False
2022-10-05,76,False
2022-10-06,46,False
2022-10-07,20,False
2022-10-08,30,False
2022-10-09,27,False
2022-10-10,39,False
2022-10-11,70,False
2022-10-12,50,False
2022-10-13,25,False
2022-10-14,46,False
2022-10-15,45,False
2022-10-16,26,False
2022-10-17,59,False
2022-10-18,32,False
2022-10-19,35,False
2022-10-20,40,False
2022-10-21,13,False
2022-10-22,23,False
2022-10-23,53,False
2022-10-24,37,False
2022-10-25,33,False
2022-10-26,73,False
2022-10-27,55,False
2022-10-28,53,False
2022-10-29,42,False
2022-10-30,19,False
2022-10-31,34,False
2022-11-01,42,False
2022-11-02,62,False
2022-11-03,21,False
2022-11-04,80,False
2022-11-05,30,False
2022-11-06,0,False
2022-11-07,52,False
2022-11-08,43,False
2022-11-09,91,False
2022-11-10,49,False
2022-11-11,48,False
2022-11-12,87,False
2022-11-13,61,False
2022-11-14,29,False
2022-11-15,52,False
2022-11-16,48,False
2022-11-17,22,False
2022-11-18,44,False
2022-11-19,38,False
2022-11-20,43,False
2022-11-21,44,False
2022-11-22,63,False
2022-11-23,31,False
2022-11-24,16,False
2022-11-25,46,False
2022-11-26,29,False
2022-11-27,31,False
2022-11-28,37,False
2022-11-29,37,False
2022-11-30,29,False
2022-12-01,32,False
2022-12-02,26,False
2022-12-03,44,False
2022-12-04,42,False
2022-12-05,37,False
2022-12-06,64,False
2022-12-07,71,False
2022-12-08,70,False
2022-12-09,36,False
2022-12-10,0,False
2022-12-11,32,False
2022-12-12,28,False
2022-12-13,52,False
2022-12-14,38,False
2022-12-15,46,False
2022-12-16,73,False
2022-12-17,48,False
2022-12-18,55,False
2022-12-19,58,False
2022-12-20,66,False
2022-12-21,100,False
2022-12-22,70,False
2022-12-23,56,False
2022-12-24,0,False
