date,Tarif colis,isPartial
2023-03-26,55,False
2023-03-27,90,False
2023-03-28,43,False
2023-03-29,68,False
2023-03-30,55,False
2023-03-31,39,False
2023-04-01,0,False
2023-04-02,30,False
2023-04-03,78,False
2023-04-04,61,False
2023-04-05,100,False
2023-04-06,53,False
2023-04-07,46,False
2023-04-08,31,False
2023-04-09,45,False
2023-04-10,55,False
2023-04-11,53,False
2023-04-12,0,False
2023-04-13,34,False
2023-04-14,33,False
2023-04-15,30,False
2023-04-16,66,False
2023-04-17,77,False
2023-04-18,66,False
2023-04-19,27,False
2023-04-20,64,False
2023-04-21,70,False
2023-04-22,44,False
2023-04-23,72,False
2023-04-24,75,False
2023-04-25,50,False
2023-04-26,70,False
2023-04-27,24,False
2023-04-28,79,False
2023-04-29,32,False
2023-04-30,33,False
2023-05-01,70,False
2023-05-02,60,False
2023-05-03,42,False
2023-05-04,71,False
2023-05-05,33,False
2023-05-06,53,False
2023-05-07,0,False
2023-05-08,43,False
2023-05-09,52,False
2023-05-10,36,False
2023-05-11,55,False
2023-05-12,61,False
2023-05-13,29,False
2023-05-14,80,False
2023-05-15,81,False
2023-05-16,55,False
2023-05-17,65,False
2023-05-18,31,False
2023-05-19,36,False
2023-05-20,38,False
2023-05-21,31,False
2023-05-22,47,False
2023-05-23,72,False
2023-05-24,24,False
2023-05-25,54,False
2023-05-26,49,False
2023-05-27,0,False
2023-05-28,0,False
2023-05-29,46,False
2023-05-30,64,False
2023-05-31,45,False
2023-06-01,24,False
2023-06-02,44,False
2023-06-03,20,False
2023-06-04,47,False
2023-06-05,83,False
2023-06-06,66,False
2023-06-07,44,False
2023-06-08,75,False
2023-06-09,64,False
2023-06-10,32,False
2023-06-11,0,False
2023-06-12,40,False
2023-06-13,23,False
2023-06-14,40,False
2023-06-15,36,False
2023-06-16,41,False
2023-06-17,32,False
2023-06-18,35,False
2023-06-19,59,False
2023-06-20,21,False
2023-06-21,45,False
2023-06-22,61,False
2023-06-23,27,False
2023-06-24,36,False
