date,Tarif colis,isPartial
2020-09-27,43,False
2020-09-28,29,False
2020-09-29,39,False
2020-09-30,31,False
2020-10-01,38,False
2020-10-02,26,False
2020-10-03,49,False
2020-10-04,33,False
2020-10-05,35,False
2020-10-06,32,False
2020-10-07,43,False
2020-10-08,25,False
2020-10-09,43,False
2020-10-10,25,False
2020-10-11,30,False
2020-10-12,39,False
2020-10-13,22,False
2020-10-14,20,False
2020-10-15,33,False
2020-10-16,23,False
2020-10-17,27,False
2020-10-18,28,False
2020-10-19,43,False
2020-10-20,35,False
2020-10-21,28,False
2020-10-22,30,False
2020-10-23,37,False
2020-10-24,23,False
2020-10-25,24,False
2020-10-26,55,False
2020-10-27,42,False
2020-10-28,46,False
2020-10-29,35,False
2020-10-30,33,False
2020-10-31,47,False
2020-11-01,39,False
2020-11-02,32,False
2020-11-03,58,False
2020-11-04,45,False
2020-11-05,46,False
2020-11-06,57,False
2020-11-07,40,False
2020-11-08,55,False
2020-11-09,51,False
2020-11-10,96,False
2020-11-11,61,False
2020-11-12,67,False
2020-11-13,60,False
2020-11-14,40,False
2020-11-15,57,False
2020-11-16,59,False
2020-11-17,63,False
2020-11-18,75,False
2020-11-19,38,False
2020-11-20,57,False
2020-11-21,36,False
2020-11-22,61,False
2020-11-23,55,False
2020-11-24,55,False
2020-11-25,58,False
2020-11-26,50,False
2020-11-27,56,False
2020-11-28,36,False
2020-11-29,52,False
2020-11-30,65,False
2020-12-01,55,False
2020-12-02,51,False
2020-12-03,57,False
2020-12-04,56,False
2020-12-05,45,False
2020-12-06,55,False
2020-12-07,75,False
2020-12-08,70,False
2020-12-09,44,False
2020-12-10,56,False
2020-12-11,58,False
2020-12-12,44,False
2020-12-13,63,False
2020-12-14,85,False
2020-12-15,100,False
2020-12-16,58,False
2020-12-17,71,False
2020-12-18,74,False
2020-12-19,54,False
2020-12-20,39,False
2020-12-21,82,False
2020-12-22,47,False
2020-12-23,47,False
2020-12-24,24,False
2020-12-25,31,False
2020-12-26,37,False
