date,Délai livraison,isPartial
2017-10-01,21,False
2017-10-02,53,False
2017-10-03,33,False
2017-10-04,16,False
2017-10-05,0,False
2017-10-06,14,False
2017-10-07,17,False
2017-10-08,15,False
2017-10-09,11,False
2017-10-10,25,False
2017-10-11,13,False
2017-10-12,0,False
2017-10-13,21,False
2017-10-14,20,False
2017-10-15,0,False
2017-10-16,42,False
2017-10-17,17,False
2017-10-18,0,False
2017-10-19,42,False
2017-10-20,12,False
2017-10-21,13,False
2017-10-22,25,False
2017-10-23,65,False
2017-10-24,34,False
2017-10-25,52,False
2017-10-26,15,False
2017-10-27,31,False
2017-10-28,19,False
2017-10-29,0,False
2017-10-30,56,False
2017-10-31,56,False
2017-11-01,13,False
2017-11-02,47,False
2017-11-03,0,False
2017-11-04,12,False
2017-11-05,23,False
2017-11-06,14,False
2017-11-07,74,False
2017-11-08,0,False
2017-11-09,54,False
2017-11-10,0,False
2017-11-11,0,False
2017-11-12,16,False
2017-11-13,67,False
2017-11-14,19,False
2017-11-15,35,False
2017-11-16,31,False
2017-11-17,0,False
2017-11-18,24,False
2017-11-19,0,False
2017-11-20,28,False
2017-11-21,33,False
2017-11-22,34,False
2017-11-23,41,False
2017-11-24,33,False
2017-11-25,41,False
2017-11-26,26,False
2017-11-27,38,False
2017-11-28,76,False
2017-11-29,44,False
2017-11-30,21,False
2017-12-01,44,False
2017-12-02,18,False
2017-12-03,68,False
2017-12-04,68,False
2017-12-05,11,False
2017-12-06,22,False
2017-12-07,63,False
2017-12-08,43,False
2017-12-09,33,False
2017-12-10,33,False
2017-12-11,43,False
2017-12-12,48,False
2017-12-13,97,False
2017-12-14,60,False
2017-12-15,65,False
2017-12-16,58,False
2017-12-17,85,False
2017-12-18,45,False
2017-12-19,19,False
2017-12-20,59,False
2017-12-21,80,False
2017-12-22,63,False
2017-12-23,22,False
2017-12-24,15,False
2017-12-25,53,False
2017-12-26,35,False
2017-12-27,100,False
2017-12-28,48,False
2017-12-29,0,False
2017-12-30,27,False
