date,Point relais,isPartial
2019-03-31,31,False
2019-04-01,72,False
2019-04-02,67,False
2019-04-03,60,False
2019-04-04,67,False
2019-04-05,75,False
2019-04-06,60,False
2019-04-07,38,False
2019-04-08,82,False
2019-04-09,69,False
2019-04-10,82,False
2019-04-11,73,False
2019-04-12,69,False
2019-04-13,72,False
2019-04-14,34,False
2019-04-15,73,False
2019-04-16,73,False
2019-04-17,75,False
2019-04-18,78,False
2019-04-19,73,False
2019-04-20,54,False
2019-04-21,24,False
2019-04-22,37,False
2019-04-23,75,False
2019-04-24,70,False
2019-04-25,74,False
2019-04-26,70,False
2019-04-27,58,False
2019-04-28,34,False
2019-04-29,65,False
2019-04-30,83,False
2019-05-01,37,False
2019-05-02,71,False
2019-05-03,83,False
2019-05-04,65,False
2019-05-05,39,False
2019-05-06,87,False
2019-05-07,77,False
2019-05-08,53,False
2019-05-09,96,False
2019-05-10,66,False
2019-05-11,77,False
2019-05-12,47,False
2019-05-13,97,False
2019-05-14,91,False
2019-05-15,100,False
2019-05-16,70,False
2019-05-17,73,False
2019-05-18,73,False
2019-05-19,43,False
2019-05-20,76,False
2019-05-21,76,False
2019-05-22,74,False
2019-05-23,73,False
2019-05-24,71,False
2019-05-25,68,False
2019-05-26,25,False
2019-05-27,86,False
2019-05-28,70,False
2019-05-29,66,False
2019-05-30,44,False
2019-05-31,80,False
2019-06-01,69,False
2019-06-02,36,False
2019-06-03,87,False
2019-06-04,68,False
2019-06-05,90,False
2019-06-06,74,False
2019-06-07,60,False
2019-06-08,48,False
2019-06-09,26,False
2019-06-10,55,False
2019-06-11,70,False
2019-06-12,88,False
2019-06-13,84,False
2019-06-14,80,False
2019-06-15,67,False
2019-06-16,45,False
2019-06-17,71,False
2019-06-18,72,False
2019-06-19,74,False
2019-06-20,68,False
2019-06-21,70,False
2019-06-22,81,False
2019-06-23,36,False
2019-06-24,75,False
2019-06-25,75,False
2019-06-26,69,False
2019-06-27,72,False
2019-06-28,76,False
2019-06-29,78,False
