date,Livraison domicile,isPartial
2022-09-25,62,False
2022-09-26,51,False
2022-09-27,68,False
2022-09-28,81,False
2022-09-29,78,False
2022-09-30,85,False
2022-10-01,61,False
2022-10-02,83,False
2022-10-03,74,False
2022-10-04,49,False
2022-10-05,74,False
2022-10-06,73,False
2022-10-07,94,False
2022-10-08,73,False
2022-10-09,71,False
2022-10-10,80,False
2022-10-11,73,False
2022-10-12,77,False
2022-10-13,67,False
2022-10-14,69,False
2022-10-15,65,False
2022-10-16,84,False
2022-10-17,77,False
2022-10-18,66,False
2022-10-19,55,False
2022-10-20,63,False
2022-10-21,76,False
2022-10-22,63,False
2022-10-23,66,False
2022-10-24,61,False
2022-10-25,59,False
2022-10-26,51,False
2022-10-27,64,False
2022-10-28,72,False
2022-10-29,51,False
2022-10-30,58,False
2022-10-31,73,False
2022-11-01,66,False
2022-11-02,62,False
2022-11-03,64,False
2022-11-04,76,False
2022-11-05,69,False
2022-11-06,62,False
2022-11-07,65,False
2022-11-08,60,False
2022-11-09,58,False
2022-11-10,55,False
2022-11-11,64,False
2022-11-12,66,False
2022-11-13,82,False
2022-11-14,54,False
2022-11-15,62,False
2022-11-16,58,False
2022-11-17,64,False
2022-11-18,58,False
2022-11-19,72,False
2022-11-20,54,False
2022-11-21,63,False
2022-11-22,68,False
2022-11-23,65,False
2022-11-24,56,False
2022-11-25,63,False
2022-11-26,55,False
2022-11-27,53,False
2022-11-28,65,False
2022-11-29,63,False
2022-11-30,74,False
2022-12-01,57,False
2022-12-02,61,False
2022-12-03,59,False
2022-12-04,61,False
2022-12-05,89,False
2022-12-06,70,False
2022-12-07,72,False
2022-12-08,72,False
2022-12-09,56,False
2022-12-10,77,False
2022-12-11,77,False
2022-12-12,75,False
2022-12-13,74,False
2022-12-14,74,False
2022-12-15,88,False
2022-12-16,71,False
2022-12-17,77,False
2022-12-18,66,False
2022-12-19,100,False
2022-12-20,98,False
2022-12-21,79,False
2022-12-22,85,False
2022-12-23,79,False
2022-12-24,40,False
