date,Envoi colis,isPartial
2019-06-30,62,False
2019-07-01,35,False
2019-07-02,42,False
2019-07-03,43,False
2019-07-04,35,False
2019-07-05,56,False
2019-07-06,44,False
2019-07-07,43,False
2019-07-08,52,False
2019-07-09,57,False
2019-07-10,60,False
2019-07-11,46,False
2019-07-12,35,False
2019-07-13,30,False
2019-07-14,44,False
2019-07-15,69,False
2019-07-16,59,False
2019-07-17,64,False
2019-07-18,52,False
2019-07-19,54,False
2019-07-20,17,False
2019-07-21,55,False
2019-07-22,51,False
2019-07-23,51,False
2019-07-24,60,False
2019-07-25,49,False
2019-07-26,47,False
2019-07-27,31,False
2019-07-28,48,False
2019-07-29,49,False
2019-07-30,58,False
2019-07-31,23,False
2019-08-01,57,False
2019-08-02,38,False
2019-08-03,31,False
2019-08-04,45,False
2019-08-05,60,False
2019-08-06,73,False
2019-08-07,100,False
2019-08-08,59,False
2019-08-09,52,False
2019-08-10,72,False
2019-08-11,43,False
2019-08-12,73,False
2019-08-13,57,False
2019-08-14,50,False
2019-08-15,44,False
2019-08-16,64,False
2019-08-17,23,False
2019-08-18,87,False
2019-08-19,65,False
2019-08-20,80,False
2019-08-21,98,False
2019-08-22,66,False
2019-08-23,61,False
2019-08-24,37,False
2019-08-25,50,False
2019-08-26,61,False
2019-08-27,75,False
2019-08-28,68,False
2019-08-29,68,False
2019-08-30,54,False
2019-08-31,56,False
2019-09-01,48,False
2019-09-02,66,False
2019-09-03,75,False
2019-09-04,61,False
2019-09-05,68,False
2019-09-06,55,False
2019-09-07,33,False
2019-09-08,52,False
2019-09-09,62,False
2019-09-10,48,False
2019-09-11,67,False
2019-09-12,51,False
2019-09-13,65,False
2019-09-14,46,False
2019-09-15,66,False
2019-09-16,71,False
2019-09-17,51,False
2019-09-18,50,False
2019-09-19,63,False
2019-09-20,76,False
2019-09-21,30,False
2019-09-22,51,False
2019-09-23,32,False
2019-09-24,65,False
2019-09-25,64,False
2019-09-26,66,False
2019-09-27,40,False
2019-09-28,39,False
