date,Service de livraison,isPartial
2018-04-01,17,False
2018-04-02,18,False
2018-04-03,59,False
2018-04-04,0,False
2018-04-05,27,False
2018-04-06,23,False
2018-04-07,26,False
2018-04-08,21,False
2018-04-09,17,False
2018-04-10,0,False
2018-04-11,0,False
2018-04-12,12,False
2018-04-13,22,False
2018-04-14,0,False
2018-04-15,24,False
2018-04-16,44,False
2018-04-17,35,False
2018-04-18,0,False
2018-04-19,0,False
2018-04-20,0,False
2018-04-21,18,False
2018-04-22,16,False
2018-04-23,28,False
2018-04-24,100,False
2018-04-25,0,False
2018-04-26,22,False
2018-04-27,19,False
2018-04-28,0,False
2018-04-29,0,False
2018-04-30,0,False
2018-05-01,0,False
2018-05-02,35,False
2018-05-03,15,False
2018-05-04,0,False
2018-05-05,19,False
2018-05-06,29,False
2018-05-07,37,False
2018-05-08,15,False
2018-05-09,0,False
2018-05-10,39,False
2018-05-11,19,False
2018-05-12,0,False
2018-05-13,0,False
2018-05-14,19,False
2018-05-15,16,False
2018-05-16,21,False
2018-05-17,13,False
2018-05-18,0,False
2018-05-19,0,False
2018-05-20,0,False
2018-05-21,13,False
2018-05-22,0,False
2018-05-23,0,False
2018-05-24,29,False
2018-05-25,0,False
2018-05-26,23,False
2018-05-27,0,False
2018-05-28,24,False
2018-05-29,62,False
2018-05-30,0,False
2018-05-31,17,False
2018-06-01,22,False
2018-06-02,0,False
2018-06-03,0,False
2018-06-04,17,False
2018-06-05,23,False
2018-06-06,0,False
2018-06-07,0,False
2018-06-08,20,False
2018-06-09,0,False
2018-06-10,18,False
2018-06-11,12,False
2018-06-12,19,False
2018-06-13,12,False
2018-06-14,0,False
2018-06-15,33,False
2018-06-16,0,False
2018-06-17,0,False
2018-06-18,15,False
2018-06-19,18,False
2018-06-20,0,False
2018-06-21,19,False
2018-06-22,36,False
2018-06-23,0,False
2018-06-24,46,False
2018-06-25,0,False
2018-06-26,11,False
2018-06-27,29,False
2018-06-28,55,False
2018-06-29,0,False
2018-06-30,0,False
