date,Délai livraison,isPartial
2019-09-29,40,False
2019-09-30,37,False
2019-10-01,68,False
2019-10-02,39,False
2019-10-03,100,False
2019-10-04,33,False
2019-10-05,0,False
2019-10-06,29,False
2019-10-07,0,False
2019-10-08,56,False
2019-10-09,77,False
2019-10-10,41,False
2019-10-11,21,False
2019-10-12,17,False
2019-10-13,0,False
2019-10-14,49,False
2019-10-15,54,False
2019-10-16,50,False
2019-10-17,51,False
2019-10-18,22,False
2019-10-19,40,False
2019-10-20,24,False
2019-10-21,73,False
2019-10-22,30,False
2019-10-23,30,False
2019-10-24,38,False
2019-10-25,52,False
2019-10-26,49,False
2019-10-27,31,False
2019-10-28,47,False
2019-10-29,23,False
2019-10-30,42,False
2019-10-31,26,False
2019-11-01,21,False
2019-11-02,31,False
2019-11-03,15,False
2019-11-04,49,False
2019-11-05,42,False
2019-11-06,71,False
2019-11-07,0,False
2019-11-08,53,False
2019-11-09,30,False
2019-11-10,42,False
2019-11-11,18,False
2019-11-12,60,False
2019-11-13,58,False
2019-11-14,16,False
2019-11-15,45,False
2019-11-16,41,False
2019-11-17,48,False
2019-11-18,13,False
2019-11-19,74,False
2019-11-20,37,False
2019-11-21,35,False
2019-11-22,32,False
2019-11-23,62,False
2019-11-24,31,False
2019-11-25,36,False
2019-11-26,87,False
2019-11-27,55,False
2019-11-28,76,False
2019-11-29,75,False
2019-11-30,37,False
2019-12-01,12,False
2019-12-02,36,False
2019-12-03,75,False
2019-12-04,55,False
2019-12-05,52,False
2019-12-06,53,False
2019-12-07,40,False
2019-12-08,0,False
2019-12-09,71,False
2019-12-10,81,False
2019-12-11,26,False
2019-12-12,54,False
2019-12-13,50,False
2019-12-14,0,False
2019-12-15,19,False
2019-12-16,67,False
2019-12-17,67,False
2019-12-18,87,False
2019-12-19,69,False
2019-12-20,25,False
2019-12-21,47,False
2019-12-22,33,False
2019-12-23,26,False
2019-12-24,0,False
2019-12-25,53,False
2019-12-26,14,False
2019-12-27,34,False
2019-12-28,24,False
